gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-pde6a|pde6a,22,8,10,24,30,48,18,0
gene-mrpl32|mrpl32,157,116,177,112,132,125,162,290
gene-ccdc127|ccdc127,131,81,141,55,109,153,146,183
gene-sdha|sdha,659,658,1057,659,814,878,977,1372
gene-LOC109631930|LOC109631930,4792,3982,6523,3026,5309,4502,6348,8233
gene-LOC109631936|LOC109631936,2130,1722,1672,1588,1754,1376,1172,821
gene-LOC109632091|LOC109632091,6,0,8,0,0,0,0,0
gene-LOC109631945|LOC109631945,30,54,103,42,48,73,63,105
gene-hpn|hpn,4097,4595,4874,3333,4882,4806,6453,9811
gene-LOC109631943|LOC109631943,5,19,359,22,76,17,78,37
gene-LOC109632116|LOC109632116,8,0,7,3,6,6,14,0
gene-LOC109632217|LOC109632217,30,40,120,65,91,0,0,95
gene-LOC109632216|LOC109632216,395,457,2121,1078,1031,509,1209,1271
gene-LOC109632100|LOC109632100,0,0,0,0,0,0,0,0
gene-bves|bves,14,0,0,7,7,12,0,5
gene-hace1|hace1,111,120,218,138,190,166,157,117
gene-mroh1|mroh1,417,423,588,101,347,384,414,334
gene-LOC109631978|LOC109631978,0,0,0,0,0,0,0,0
gene-LOC109632190|LOC109632190,896,1007,1268,1883,981,1153,1537,2285
gene-ulk4|ulk4,18,0,4,7,21,7,9,0
gene-LOC109632118|LOC109632118,0,0,0,0,0,0,0,0
gene-ctnnb1|ctnnb1,1780,1399,1577,1139,1420,1427,1537,922
gene-grik2|grik2,17,0,13,7,19,10,21,51
gene-ascc3|ascc3,334,239,652,232,519,335,414,835
gene-LOC109631949|LOC109631949,137,143,117,60,137,94,129,118
gene-cep162|cep162,57,27,10,0,35,13,13,0
gene-LOC109632027|LOC109632027,0,0,0,0,0,4,0,0
gene-LOC109632028|LOC109632028,0,0,0,0,0,0,0,0
gene-LOC109632029|LOC109632029,12,0,0,0,0,4,5,0
gene-tsnare1|tsnare1,0,0,0,0,0,0,0,0
gene-LOC109632030|LOC109632030,2,0,0,0,0,0,0,0
gene-LOC109631962|LOC109631962,1479,1351,1704,1268,1232,1113,1408,1356
gene-enpp2|enpp2,38,48,38,32,22,18,0,6
gene-cdk14|cdk14,92,119,321,139,195,115,148,129
gene-LOC109632108|LOC109632108,0,0,3,0,0,0,0,0
gene-LOC109632151|LOC109632151,717,930,731,356,497,589,627,628
gene-znrf2|znrf2,361,312,689,326,624,340,434,821
gene-nod1|nod1,812,661,867,435,756,832,759,653
gene-LOC109631929|LOC109631929,15,21,20,0,25,39,36,25
gene-taf2|taf2,1101,1109,1282,890,1313,1492,1670,1875
gene-tgfb2|tgfb2,97,120,75,57,200,154,145,133
gene-rrp15|rrp15,107,127,148,98,203,75,84,128
gene-pomgnt2|pomgnt2,93,77,78,13,131,60,49,93
gene-fam198a|fam198a,0,11,0,15,9,14,16,6
gene-LOC109631991|LOC109631991,0,0,0,0,0,0,0,0
gene-LOC109631989|LOC109631989,0,0,0,0,0,0,0,0
gene-cnot10|cnot10,332,273,252,131,324,221,229,299
gene-abhd5|abhd5,440,420,670,337,405,351,397,714
gene-ano10|ano10,129,189,254,103,209,134,206,265
gene-snrk|snrk,124,103,81,155,72,59,71,61
gene-LOC109631953|LOC109631953,378,407,430,440,435,293,325,407
gene-LOC109632033|LOC109632033,5,0,0,0,0,0,15,0
gene-LOC109632034|LOC109632034,317,222,297,153,283,232,283,293
gene-LOC109632230|LOC109632230,95,107,154,76,72,106,139,126
gene-aldh2|aldh2,5423,4818,5389,4515,4690,5251,7155,8082
gene-rbm42|rbm42,231,155,189,72,263,156,188,246
gene-ppox|ppox,64,74,190,102,144,107,119,257
gene-LOC109632141|LOC109632141,682,744,738,366,603,778,728,576
gene-fbl|fbl,1815,1735,1786,1185,2138,1309,1259,1548
gene-LOC109632220|LOC109632220,382,360,601,311,408,334,425,743
gene-slc6a20|slc6a20,26,42,0,0,39,27,10,14
gene-gpd1l|gpd1l,114,109,86,43,83,134,90,118
gene-tcaim|tcaim,248,255,278,129,245,318,381,256
gene-LOC109632001|LOC109632001,7,10,7,0,5,11,13,21
gene-zufsp|zufsp,30,20,24,20,18,14,29,34
gene-kpna5|kpna5,313,245,335,223,301,240,291,338
gene-gprc6a|gprc6a,0,0,4,0,0,0,0,0
gene-LOC109632129|LOC109632129,0,0,0,0,0,0,0,0
gene-LOC109632036|LOC109632036,0,0,0,0,0,0,0,0
gene-LOC109632004|LOC109632004,628,386,387,292,516,449,296,232
gene-LOC109631981|LOC109631981,6,9,15,0,13,18,14,24
gene-rwdd1|rwdd1,541,436,472,360,520,363,382,667
gene-cnih4|cnih4,66,44,137,20,101,28,54,93
gene-LOC109632227|LOC109632227,429,314,263,201,265,261,319,327
gene-adcy3|adcy3,80,70,111,47,110,102,104,112
gene-preb|preb,545,364,1023,735,850,623,891,2814
gene-lyplal1|lyplal1,141,126,99,113,164,144,127,143
gene-hint3|hint3,118,108,185,116,128,134,221,455
gene-trmt11|trmt11,54,38,64,14,79,31,52,60
gene-ncoa7|ncoa7,3290,3331,6801,803,3042,3259,4088,2518
gene-LOC109632101|LOC109632101,4,0,5,2,0,0,0,0
gene-LOC109632172|LOC109632172,154,97,302,117,150,116,174,111
gene-ankib1|ankib1,1289,1229,1207,807,977,731,883,741
gene-cmc1|cmc1,413,361,494,298,392,251,303,415
gene-azi2|azi2,243,159,139,76,181,125,166,214
gene-ddc|ddc,108,78,89,56,43,53,61,17
gene-LOC109632081|LOC109632081,34,20,38,12,34,34,40,36
gene-LOC109632221|LOC109632221,122,197,462,488,200,116,305,510
gene-LOC109632041|LOC109632041,17,12,8,0,8,12,17,4
gene-cobl|cobl,855,707,272,332,485,586,451,161
gene-LOC109632039|LOC109632039,0,0,0,0,0,0,0,0
gene-LOC109632198|LOC109632198,0,0,0,0,0,0,0,0
gene-prelid3a|prelid3a,0,0,0,0,0,5,0,0
gene-washc5|washc5,175,179,226,73,192,154,288,307
gene-LOC109632040|LOC109632040,0,0,0,0,0,0,0,0
gene-LOC109632092|LOC109632092,48,51,34,35,55,77,56,73
gene-mdh2|mdh2,5031,3978,4160,3336,4145,3937,4484,3820
gene-LOC109632145|LOC109632145,233,150,211,136,183,142,145,220
gene-echdc1|echdc1,112,94,91,91,92,68,48,59
gene-LOC109632211|LOC109632211,73,50,52,24,61,65,62,63
gene-fbxo32|fbxo32,68,96,130,313,96,118,109,115
gene-LOC109632103|LOC109632103,21,35,21,47,23,36,31,28
gene-LOC109631928|LOC109631928,830,739,1275,303,807,562,756,1266
gene-nsmce2|nsmce2,106,81,101,55,145,64,69,138
gene-ext1|ext1,152,185,328,178,212,166,204,225
gene-LOC109632191|LOC109632191,1220,909,1089,636,1150,806,969,1279
gene-eif3h|eif3h,6875,5411,6252,6198,6103,6236,6792,5837
gene-dnah5|dnah5,49,8,0,4,0,10,0,0
gene-trio|trio,266,215,115,80,142,225,79,49
gene-LOC109632200|LOC109632200,73,50,84,55,53,77,98,68
gene-ice1|ice1,136,114,191,82,132,95,92,111
gene-adamts16|adamts16,18,19,15,16,14,25,15,8
gene-LOC109632127|LOC109632127,0,21,6,0,16,0,20,15
gene-LOC109632044|LOC109632044,0,0,0,0,0,0,0,0
gene-LOC109632043|LOC109632043,41,32,43,12,49,36,41,48
gene-LOC109632128|LOC109632128,0,0,0,0,0,0,0,0
gene-LOC109632184|LOC109632184,109,138,240,352,111,188,248,313
gene-tnfrsf11b|tnfrsf11b,0,9,0,4,0,2,0,0
gene-LOC109632047|LOC109632047,11,5,14,22,9,7,7,14
gene-carmil1|carmil1,25,27,74,24,19,21,32,0
gene-mboat1|mboat1,0,0,0,0,0,0,0,0
gene-LOC109632159|LOC109632159,1392,1106,970,608,1012,1057,1295,1436
gene-cdkal1|cdkal1,845,646,506,465,678,385,241,229
gene-LOC109632203|LOC109632203,47,38,38,32,44,33,27,35
gene-e2f3|e2f3,107,49,72,49,106,81,100,36
gene-LOC109632161|LOC109632161,14,17,7,9,12,16,10,8
gene-mal2|mal2,1130,984,1199,600,587,542,858,1329
gene-colec10|colec10,681,794,900,596,1171,904,550,494
gene-trnar-acg-5|trnar-acg,1,0,0,0,0,0,0,0
gene-tmem158|tmem158,23,17,6,6,4,13,5,3
gene-lars2|lars2,76,86,143,65,117,56,80,163
gene-LOC109631975|LOC109631975,6,4,0,0,0,0,2,0
gene-limd1|limd1,903,840,1385,1205,763,642,896,1495
gene-LOC109631947|LOC109631947,0,0,0,3,0,0,7,0
gene-LOC109631946|LOC109631946,15,10,5,31,19,13,8,0
gene-wdtc1|wdtc1,150,138,84,31,185,179,173,181
gene-ubxn11|ubxn11,0,0,0,0,0,0,3,0
gene-cep85|cep85,925,899,754,469,1017,1098,798,1081
gene-LOC109631950|LOC109631950,0,0,0,0,0,0,0,1
gene-LOC109631951|LOC109631951,7,9,3,5,5,6,0,0
gene-kdf1|kdf1,16,7,0,0,5,13,21,16
gene-LOC109632111|LOC109632111,304,406,241,968,95,114,473,2229
gene-gpatch3|gpatch3,36,45,62,46,29,28,64,140
gene-gpn2|gpn2,114,73,93,27,121,67,55,68
gene-LOC109632326|LOC109632326,0,11,14,0,18,19,5,8
gene-nov|nov,0,0,0,0,0,0,0,0
gene-LOC109632178|LOC109632178,0,0,0,0,0,0,0,0
gene-LOC109632180|LOC109632180,4,0,0,0,0,0,12,7
gene-dscc1|dscc1,0,3,8,0,11,5,0,0
gene-LOC109632085|LOC109632085,69,89,84,62,50,46,90,72
gene-LOC109631995|LOC109631995,825,984,1112,388,791,940,1086,1754
gene-sntb1|sntb1,2257,2168,2948,1358,2558,2176,2946,4250
gene-mtbp|mtbp,30,17,33,15,18,15,28,9
gene-LOC109632156|LOC109632156,303,287,252,205,225,325,339,417
gene-LOC109632132|LOC109632132,5,5,5,4,9,0,5,0
gene-LOC109632098|LOC109632098,13,9,24,54,0,16,203,107
gene-mrs2|mrs2,366,312,374,214,273,194,207,383
gene-LOC109632205|LOC109632205,5843,4571,5156,3607,5041,6402,9589,6422
gene-LOC109632215|LOC109632215,9989,11454,16094,7781,15605,12733,13908,13151
gene-cpq|cpq,1136,1233,1848,1170,1842,1480,2183,1822
gene-mrpl13|mrpl13,61,39,103,71,96,55,71,129
gene-col14a1|col14a1,56,55,52,47,76,44,55,54
gene-deptor|deptor,1164,1406,694,501,955,1112,1031,758
gene-LOC109632424|LOC109632424,0,9,3,0,5,0,11,0
gene-fam84a|fam84a,341,259,154,214,306,315,305,300
gene-nbas|nbas,279,281,423,289,418,310,281,635
gene-ddx1|ddx1,293,260,664,206,441,265,349,734
gene-trnal-cag-2|trnal-cag,0,0,0,0,0,0,0,0
gene-xkr6|xkr6,0,0,0,0,0,0,0,0
gene-LOC109632607|LOC109632607,0,0,0,0,0,0,0,0
gene-fam167a|fam167a,0,0,0,0,0,0,0,0
gene-lca5|lca5,61,54,27,19,61,70,60,49
gene-LOC109632419|LOC109632419,0,0,0,0,0,0,0,0
gene-eya4|eya4,107,71,66,22,83,75,127,72
gene-tbpl1|tbpl1,110,46,144,45,76,53,90,260
gene-sgk1|sgk1,1106,716,3492,23945,1791,543,2477,8433
gene-LOC109632443|LOC109632443,0,0,0,0,0,0,0,0
gene-pde7b|pde7b,379,428,205,554,273,248,218,128
gene-map7|map7,272,248,250,133,198,160,175,269
gene-sox7|sox7,96,81,94,35,94,94,120,130
gene-pinx1|pinx1,295,247,414,279,440,231,296,530
gene-LOC109632590|LOC109632590,6154,5398,22902,17471,7788,3940,15149,27891
gene-mtmr9|mtmr9,424,306,280,137,358,281,368,420
gene-ccm2|ccm2,109,113,164,73,146,112,170,162
gene-sh3bgrl2|sh3bgrl2,56,69,46,25,52,41,146,45
gene-LOC109632625|LOC109632625,22315,26637,25732,19782,27032,24558,26132,27244
gene-rps12|rps12,22914,18728,24803,24576,20412,15692,20869,19138
gene-LOC109632621|LOC109632621,230,247,216,88,224,208,187,185
gene-LOC109632327|LOC109632327,1053,1605,1013,852,763,1181,604,221
gene-tcf21|tcf21,105,126,156,89,136,163,99,94
gene-slc2a12|slc2a12,242,228,143,242,179,202,171,138
gene-aldh8a1|aldh8a1,4168,3469,2035,2222,2594,3678,2547,1368
gene-hbs1l|hbs1l,1457,1177,1395,1013,1630,1443,1751,1877
gene-myb|myb,17,7,9,13,9,8,10,11
gene-LOC109632487|LOC109632487,5,0,0,0,0,0,3,4
gene-mtfr2|mtfr2,12,9,15,0,21,14,17,5
gene-LOC109632486|LOC109632486,26,21,36,22,24,33,33,53
gene-ppp1r14c|ppp1r14c,18,9,32,33,15,30,25,50
gene-iyd|iyd,1224,838,1190,1002,2202,1520,3370,5320
gene-sec63|sec63,2142,2011,3405,1510,3237,2468,2427,3703
gene-akap7|akap7,316,306,297,103,237,280,257,256
gene-LOC109632336|LOC109632336,0,16,13,14,9,10,13,0
gene-med23|med23,93,67,185,25,159,92,104,137
gene-LOC109632573|LOC109632573,50,49,68,37,88,81,98,157
gene-stum|stum,0,8,6,5,0,0,5,0
gene-itpkb|itpkb,71,65,101,30,61,80,86,91
gene-LOC109632564|LOC109632564,1303,1106,1914,1186,1749,1036,1371,3862
gene-LOC109632541|LOC109632541,1230,1034,806,584,917,1201,1034,971
gene-LOC109632330|LOC109632330,0,0,0,0,0,0,0,0
gene-LOC109632532|LOC109632532,728,618,767,550,694,474,472,543
gene-LOC109632332|LOC109632332,0,0,0,0,0,0,0,0
gene-vegfa|vegfa,678,653,1609,1482,776,624,749,977
gene-rsph9|rsph9,8,0,0,0,0,10,0,0
gene-LOC109632429|LOC109632429,0,0,5,0,0,0,0,0
gene-trnat-agu-7|trnat-agu,0,0,0,0,0,0,0,0
gene-trnat-agu-8|trnat-agu,0,0,0,0,0,0,0,0
gene-trnat-agu-9|trnat-agu,0,0,0,0,0,0,0,0
gene-trnat-agu-10|trnat-agu,0,0,0,0,0,0,0,0
gene-trnat-ugu-3|trnat-ugu,0,0,0,0,0,0,0,0
gene-trnat-agu-11|trnat-agu,0,0,0,0,0,0,0,0
gene-trnat-agu-12|trnat-agu,0,0,0,0,0,0,0,0
gene-LOC109632604|LOC109632604,6,0,15,0,5,7,5,23
gene-pgm3|pgm3,278,189,875,442,443,255,330,1466
gene-LOC109632595|LOC109632595,0,0,0,0,0,0,0,0
gene-elovl4|elovl4,0,0,0,0,3,0,0,0
gene-LOC109632467|LOC109632467,0,0,0,8,0,0,0,0
gene-LOC109632335|LOC109632335,0,0,0,5,0,0,0,0
gene-LOC109632468|LOC109632468,120,106,112,41,95,160,172,115
gene-LOC109632470|LOC109632470,0,0,0,0,0,0,0,0
gene-tpd52l1|tpd52l1,735,556,483,323,489,686,576,503
gene-rnf217|rnf217,422,351,283,73,328,310,452,582
gene-nkain2|nkain2,0,0,0,0,0,0,3,0
gene-LOC109632313|LOC109632313,707,551,470,467,540,743,764,1263
gene-lpin1|lpin1,34,34,44,77,45,40,46,23
gene-LOC109632430|LOC109632430,30,12,0,3,0,15,11,0
gene-LOC109632331|LOC109632331,4,0,0,0,0,9,0,0
gene-LOC109632482|LOC109632482,1080,772,1139,582,1133,683,796,1011
gene-naga|naga,1219,1319,1717,1225,1275,1136,1468,1517
gene-mrps18a|mrps18a,192,176,206,151,143,170,192,291
gene-LOC109632333|LOC109632333,5,0,0,0,0,0,0,0
gene-LOC109632283|LOC109632283,391,459,1008,1081,540,515,630,1076
gene-LOC109632296|LOC109632296,2,2,2,5,3,0,6,0
gene-LOC109632308|LOC109632308,44,19,62,337,8,35,42,114
gene-ccnc|ccnc,188,186,291,176,221,192,192,251
gene-LOC109632597|LOC109632597,16,19,15,3,10,24,33,10
gene-LOC109632600|LOC109632600,1742,1665,2127,2347,1930,1705,1888,2096
gene-cenpw|cenpw,12,5,25,10,23,16,13,11
gene-hddc2|hddc2,47,29,29,13,34,51,63,54
gene-tmem200a|tmem200a,39,51,46,68,48,26,17,28
gene-fkbp6|fkbp6,38,30,49,20,3,54,6,0
gene-epb41l2|epb41l2,1886,2054,2332,1943,2111,2409,2371,1973
gene-LOC109632453|LOC109632453,2180,1187,1123,564,1221,2048,1595,1201
gene-arhgap18|arhgap18,801,577,655,432,539,702,1265,1902
gene-LOC109632440|LOC109632440,5,0,49,46,0,0,8,38
gene-sel1l|sel1l,514,617,3373,1052,1138,1430,2408,7460
gene-ctgf|ctgf,79,123,141,460,91,102,98,86
gene-LOC109632498|LOC109632498,0,0,0,0,0,0,0,0
gene-LOC109632497|LOC109632497,315,258,325,144,229,270,253,246
gene-cunh6orf58|cunh6orf58,17,9,7,0,6,14,0,0
gene-LOC109632494|LOC109632494,0,18,0,0,6,3,4,11
gene-LOC109632626|LOC109632626,12,0,15,5,16,33,50,60
gene-dcaf4|dcaf4,129,189,255,143,121,178,236,311
gene-LOC109632479|LOC109632479,333,186,623,133,312,208,335,462
gene-pigh|pigh,155,85,234,70,147,81,194,257
gene-vps18|vps18,343,297,514,178,316,323,560,657
gene-LOC109632337|LOC109632337,70,56,84,30,40,60,52,59
gene-LOC109632579|LOC109632579,28,28,203,53,60,25,110,66
gene-LOC109632339|LOC109632339,22,6,54,17,27,16,38,42
gene-LOC109632292|LOC109632292,21,139,1952,585,78,3,166,1196
gene-LOC109632499|LOC109632499,730,578,440,320,589,660,681,358
gene-mgat2|mgat2,669,578,461,361,557,508,583,717
gene-LOC109632540|LOC109632540,616,188,6844,115378,703,789,1259,8474
gene-LOC109632514|LOC109632514,2,7,24,3597,14,0,12,389
gene-rps29|rps29,12549,10337,12175,15317,10894,8649,10763,11859
gene-bmp2|bmp2,21,32,35,50,51,34,37,34
gene-fermt1|fermt1,42,40,66,10,41,73,47,42
gene-plcb1|plcb1,44,53,37,26,36,42,83,34
gene-trmt6|trmt6,312,281,306,173,294,228,169,233
gene-LOC109632393|LOC109632393,77,82,85,51,41,51,46,38
gene-gpcpd1|gpcpd1,775,1565,817,1041,911,684,713,461
gene-LOC109632381|LOC109632381,161,134,130,58,168,92,113,90
gene-ubxn2a|ubxn2a,98,85,122,88,77,108,108,151
gene-atad2b|atad2b,67,73,99,79,76,68,77,118
gene-klhl29|klhl29,0,0,0,0,0,3,0,0
gene-trib2|trib2,177,169,277,157,167,143,193,122
gene-LOC109632344|LOC109632344,30,24,19,94,9,19,17,0
gene-LOC109632346|LOC109632346,0,0,0,0,0,0,0,0
gene-LOC109632557|LOC109632557,0,0,0,0,0,0,0,0
gene-LOC109632556|LOC109632556,1554,1300,1471,920,1170,1060,1089,1009
gene-LOC109632347|LOC109632347,753,868,565,497,393,601,499,293
gene-hmgn3|hmgn3,1304,981,854,535,1101,843,624,479
gene-mdga2|mdga2,0,15,3,9,0,9,0,14
gene-LOC109632545|LOC109632545,0,0,0,0,0,0,0,0
gene-LOC109632288|LOC109632288,0,0,0,0,0,0,0,0
gene-cunh14orf37|cunh14orf37,0,0,6,2,0,0,1,3
gene-LOC109632425|LOC109632425,15,9,28,14,11,7,0,15
gene-LOC109632316|LOC109632316,0,0,0,0,0,3,0,0
gene-LOC109632392|LOC109632392,0,0,0,0,0,0,0,0
gene-LOC109632379|LOC109632379,24,11,15,9,8,26,12,9
gene-LOC109632341|LOC109632341,0,0,0,0,0,0,0,0
gene-mapkbp1|mapkbp1,0,0,0,0,0,0,0,0
gene-pak5|pak5,0,0,0,0,0,0,0,0
gene-lamp5|lamp5,0,0,0,0,0,0,0,0
gene-plcb4|plcb4,44,36,54,35,47,48,54,66
gene-fkbp3|fkbp3,3202,2501,2029,1359,2235,1781,1083,755
gene-fau|fau,29274,22503,25052,28914,22394,22229,24155,27851
gene-prpf39|prpf39,1016,911,1012,732,1225,1145,1323,1336
gene-LOC109632516|LOC109632516,1179,1063,1466,739,1190,1063,1194,1461
gene-LOC109632515|LOC109632515,446,574,788,364,329,354,394,335
gene-naa30|naa30,202,195,390,152,227,154,263,547
gene-actr10|actr10,568,453,549,242,469,369,544,716
gene-LOC109632575|LOC109632575,180,522,381,915,104,121,129,275
gene-znf410|znf410,283,257,241,147,216,178,195,248
gene-LOC109632571|LOC109632571,64,63,108,47,62,31,44,34
gene-LOC109632574|LOC109632574,303,270,275,105,342,288,293,277
gene-samd15|samd15,11,10,24,6,19,14,36,26
gene-LOC109632389|LOC109632389,618,419,627,403,497,421,517,682
gene-LOC109632340|LOC109632340,3,0,0,0,0,0,0,0
gene-LOC109632342|LOC109632342,224,150,158,76,160,162,172,236
gene-LOC109632391|LOC109632391,142,175,153,85,204,154,269,157
gene-cep128|cep128,540,407,207,101,264,281,213,156
gene-gtf2a1|gtf2a1,366,291,522,290,387,308,278,433
gene-foxn3|foxn3,486,385,600,387,344,506,541,430
gene-LOC109632436|LOC109632436,0,0,0,0,0,0,0,0
gene-psmc1|psmc1,858,613,1187,565,935,535,611,642
gene-trnaf-gaa-8|trnaf-gaa,0,0,1,0,0,0,0,1
gene-LOC109632462|LOC109632462,0,0,0,0,0,0,0,0
gene-LOC109632459|LOC109632459,0,0,0,0,0,0,0,0
gene-LOC109632428|LOC109632428,0,0,0,0,0,0,0,0
gene-agbl5|agbl5,110,135,73,16,78,80,93,79
gene-LOC109632318|LOC109632318,0,0,5,0,0,0,0,0
gene-LOC109632349|LOC109632349,0,4,0,2,0,5,0,12
gene-ccnk|ccnk,117,91,200,51,178,112,182,255
gene-ccdc85c|ccdc85c,186,199,188,71,150,150,120,150
gene-trnat-ugu-4|trnat-ugu,0,0,0,0,0,0,0,0
gene-LOC109632599|LOC109632599,0,3,3,0,0,0,0,0
gene-LOC109632513|LOC109632513,58,42,26,8,29,29,22,21
gene-phip|phip,414,404,372,183,391,304,263,331
gene-LOC109632461|LOC109632461,2136,1575,3247,2647,2340,2841,4748,23410
gene-irak1bp1|irak1bp1,11,5,5,7,3,0,9,17
gene-selenoi|selenoi,544,459,1226,491,1086,562,616,1110
gene-ost4|ost4,820,603,1209,767,1211,877,1005,1639
gene-LOC109632307|LOC109632307,647,901,489,452,436,308,252,270
gene-ism2|ism2,105,112,34,73,93,60,39,14
gene-LOC109632546|LOC109632546,416,443,1125,793,450,351,572,840
gene-snw1|snw1,678,578,859,470,643,563,689,956
gene-LOC109632350|LOC109632350,53,95,285,119,92,87,136,97
gene-LOC109632512|LOC109632512,18,15,13,8,14,13,21,16
gene-brms1l|brms1l,131,107,163,40,176,84,138,322
gene-calm1|calm1,1880,1416,2219,888,1794,1154,1378,1495
gene-LOC109632273|LOC109632273,665,809,2220,1674,515,561,1169,1815
gene-LOC109632284|LOC109632284,74,82,75,251,37,10,22,49
gene-LOC109632278|LOC109632278,549,322,829,482,776,308,484,689
gene-flrt2|flrt2,473,373,391,244,625,508,445,317
gene-epha7|epha7,43,50,35,42,62,51,39,32
gene-gpr63|gpr63,40,43,81,42,55,30,68,69
gene-ndufaf4|ndufaf4,115,78,177,76,153,73,82,221
gene-LOC109632584|LOC109632584,0,0,0,0,0,0,0,0
gene-ufl1|ufl1,1165,1000,1406,785,1494,1164,797,1033
gene-dse|dse,427,407,330,237,407,450,519,574
gene-frk|frk,48,54,68,110,36,78,74,51
gene-nt5dc1|nt5dc1,29,10,0,11,23,32,23,23
gene-col10a1|col10a1,9,9,0,3,4,4,11,0
gene-hdac2|hdac2,31,19,48,10,62,29,40,11
gene-marcks|marcks,273,305,215,121,338,319,272,265
gene-tube1|tube1,5,7,9,0,7,6,0,0
gene-lama4|lama4,149,238,188,173,298,236,169,151
gene-LOC109632442|LOC109632442,0,0,0,0,0,0,0,0
gene-traf3ip2|traf3ip2,55,85,52,41,76,114,90,105
gene-fyn|fyn,37,26,48,13,34,34,30,29
gene-LOC109632414|LOC109632414,0,0,0,0,0,0,0,0
gene-lbr|lbr,214,160,150,68,128,221,115,80
gene-enah|enah,15,16,12,20,14,13,31,23
gene-LOC109632572|LOC109632572,83,83,200,76,118,95,149,176
gene-LOC109632413|LOC109632413,0,0,0,0,0,0,0,0
gene-LOC109632360|LOC109632360,0,0,0,11,0,0,0,7
gene-ankrd6|ankrd6,190,140,112,48,129,113,85,89
gene-gja10|gja10,0,0,0,0,0,0,0,0
gene-LOC109632397|LOC109632397,0,0,0,0,0,0,0,0
gene-LOC109632416|LOC109632416,0,0,0,0,0,0,0,0
gene-srp9|srp9,474,362,1459,482,764,522,640,1594
gene-ephx1|ephx1,7419,6963,6242,5290,6153,5041,6710,6093
gene-LOC109632358|LOC109632358,9,0,20,16,16,5,11,19
gene-rpl7l1|rpl7l1,654,439,510,430,679,345,430,448
gene-ube2j1|ube2j1,230,224,486,172,256,262,381,731
gene-lyrm2|lyrm2,123,105,105,78,95,107,91,169
gene-LOC109632361|LOC109632361,209,290,274,187,282,252,193,305
gene-LOC109632362|LOC109632362,133,210,215,137,176,179,124,227
gene-casp8ap2|casp8ap2,58,63,82,34,83,49,51,130
gene-bach2|bach2,29,23,14,72,29,7,0,26
gene-map3k7|map3k7,721,763,889,387,730,544,485,593
gene-rev3l|rev3l,38,37,32,20,29,18,25,14
gene-LOC109632368|LOC109632368,0,0,5,4,5,0,7,9
gene-LOC109632401|LOC109632401,18,31,18,10,13,22,50,12
gene-slc16a10|slc16a10,2280,2597,3008,1907,2491,1810,1730,2919
gene-rpf2|rpf2,474,379,469,411,549,384,314,604
gene-amd1|amd1,1078,739,1793,712,1342,648,790,2062
gene-zc3h12d|zc3h12d,27,31,75,55,85,27,31,55
gene-tab2|tab2,822,489,482,424,728,528,496,533
gene-ppil4|ppil4,177,186,237,191,187,211,162,240
gene-ginm1|ginm1,2954,3088,3199,2198,3048,2411,2425,3011
gene-LOC109632372|LOC109632372,1,0,0,0,0,0,3,0
gene-LOC109632371|LOC109632371,0,0,0,0,0,0,0,0
gene-gja1|gja1,192,148,224,141,265,138,150,237
gene-mcm9|mcm9,84,61,68,53,107,86,75,68
gene-rad51|rad51,25,9,25,15,26,17,18,13
gene-rmdn3|rmdn3,67,51,181,303,76,72,118,274
gene-cenpe|cenpe,12,12,50,0,38,12,41,44
gene-katna1|katna1,226,151,259,114,215,158,154,185
gene-LOC109632369|LOC109632369,0,2,5,10,12,4,3,3
gene-LOC109632408|LOC109632408,0,0,0,16,0,0,0,4
gene-LOC109632432|LOC109632432,0,3,19,7,7,8,14,8
gene-LOC109632417|LOC109632417,0,0,0,0,0,0,0,0
gene-LOC109632293|LOC109632293,0,0,0,0,0,0,0,0
gene-trnan-guu-6|trnan-guu,0,0,0,0,0,0,0,0
gene-LOC109632437|LOC109632437,0,0,0,0,0,0,0,0
gene-LOC109632315|LOC109632315,0,0,0,0,0,0,0,0
gene-LOC109632615|LOC109632615,212,213,813,404,460,370,574,1422
gene-LOC109632619|LOC109632619,355,306,326,166,344,504,507,649
gene-LOC109632300|LOC109632300,17,29,31,19,21,6,11,5
gene-cgrrf1|cgrrf1,51,60,78,24,82,59,57,67
gene-psmc6|psmc6,488,290,846,363,721,351,417,584
gene-serinc1|serinc1,2249,2437,2176,1664,2312,1782,1962,2460
gene-hsf2|hsf2,280,221,265,171,238,210,230,232
gene-gopc|gopc,242,218,249,147,264,180,242,281
gene-ddx51|ddx51,260,190,163,136,244,157,180,199
gene-smim8|smim8,534,486,341,380,376,331,342,199
gene-LOC109632375|LOC109632375,74,57,56,42,74,39,44,55
gene-foxm1|foxm1,3,0,21,7,25,11,19,16
gene-rhno1|rhno1,25,12,19,3,45,13,22,25
gene-tulp3|tulp3,0,5,10,6,9,0,3,11
gene-chrm2|chrm2,8,2,0,0,0,4,0,0
gene-LOC109632685|LOC109632685,0,6,0,0,9,7,0,9
gene-mtpn|mtpn,1083,1007,1428,602,1169,883,1251,1823
gene-LOC109632686|LOC109632686,24,20,20,25,23,25,10,23
gene-LOC109632645|LOC109632645,53,49,20,16,22,45,46,32
gene-LOC109632945|LOC109632945,32,40,43,23,42,19,28,46
