gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-LOC109633196|LOC109633196,15,21,24,14,19,10,0,0
gene-nwd2|nwd2,5,3,6,5,3,0,5,12
gene-LOC109634929|LOC109634929,15,0,0,0,0,5,0,0
gene-LOC109634931|LOC109634931,0,0,0,0,0,3,0,2
gene-arap2|arap2,30,45,50,17,40,24,49,22
gene-LOC109634681|LOC109634681,10,19,9,23,9,0,10,5
gene-LOC109634785|LOC109634785,0,0,0,0,3,0,0,0
gene-stim2|stim2,266,244,392,298,279,224,355,866
gene-tbc1d19|tbc1d19,54,49,27,26,34,43,70,107
gene-LOC109634884|LOC109634884,22,12,13,6,10,22,0,20
gene-rbpj|rbpj,162,135,140,178,120,136,185,271
gene-cckar|cckar,4545,4194,2557,3357,5551,4574,4601,2552
gene-man2b2|man2b2,332,335,376,256,270,256,347,389
gene-LOC109634854|LOC109634854,0,0,0,0,0,0,11,0
gene-LOC109634855|LOC109634855,40,27,83,108,111,44,100,116
gene-LOC109634856|LOC109634856,9,14,34,30,33,22,23,30
gene-LOC109634857|LOC109634857,633,532,865,398,678,566,682,1225
gene-naa38|naa38,141,109,232,148,119,176,221,221
gene-LOC109634903|LOC109634903,300,315,2301,1386,569,537,1175,4462
gene-cldn15|cldn15,636,823,800,956,680,1457,1914,1731
gene-fis1|fis1,816,689,1424,954,1016,729,1161,2169
gene-tm4sf5|tm4sf5,6173,6731,5718,5514,4526,4279,3757,2603
gene-mettl3|mettl3,542,399,644,563,493,450,386,310
gene-ccnb1ip1|ccnb1ip1,0,0,0,0,0,0,0,0
gene-ttc5|ttc5,50,39,65,31,59,52,60,55
gene-slc7a7|slc7a7,22,30,134,39,53,27,24,30
gene-oxa1l|oxa1l,1535,1215,1197,1154,1189,1099,1153,1265
gene-LOC109634809|LOC109634809,0,0,9,0,0,0,0,0
gene-LOC109634730|LOC109634730,7,9,27,0,28,28,19,5
gene-LOC109634797|LOC109634797,7,5,18,0,11,12,18,7
gene-LOC109634706|LOC109634706,144,133,166,74,96,140,198,115
gene-trnan-guu-8|trnan-guu,0,0,0,0,0,0,0,0
gene-trnan-guu-9|trnan-guu,0,0,0,0,0,0,0,0
gene-LOC109634793|LOC109634793,0,0,10,18,0,0,0,0
gene-LOC109634778|LOC109634778,22,25,141,0,32,37,47,22
gene-LOC109634798|LOC109634798,12,11,24,6,14,5,12,6
gene-lrp10|lrp10,709,668,843,545,694,658,852,1161
gene-LOC109634847|LOC109634847,179,183,384,136,230,203,242,514
gene-LOC109634849|LOC109634849,411,341,518,345,376,465,749,712
gene-LOC109634848|LOC109634848,132,68,133,69,122,125,99,119
gene-cideb|cideb,5603,4857,4824,3961,5950,4184,3887,3227
gene-LOC109634670|LOC109634670,2640,2709,2410,1499,1782,1366,1514,1366
gene-LOC109634827|LOC109634827,478,373,608,353,637,326,381,544
gene-LOC109634828|LOC109634828,130,80,161,28,138,79,95,155
gene-LOC109634826|LOC109634826,23,31,30,22,33,29,20,26
gene-svep1|svep1,51,74,40,37,61,38,20,33
gene-LOC109634732|LOC109634732,44,57,62,50,32,33,33,28
gene-txn|txn,1377,1108,2284,1800,1552,1171,2073,2377
gene-haus3|haus3,53,33,35,19,44,38,26,35
gene-ptgr1|ptgr1,176,197,225,187,150,157,116,180
gene-tesk1|tesk1,117,59,139,49,95,89,86,74
gene-pik3c3|pik3c3,837,599,703,450,723,551,623,829
gene-rgp1|rgp1,260,139,306,94,192,132,169,298
gene-gba2|gba2,111,95,243,64,190,114,113,148
gene-msmp|msmp,9,14,11,6,14,4,8,17
gene-cunh20orf27|cunh20orf27,217,280,314,168,299,205,249,249
gene-trnag-gcc-2|trnag-gcc,0,0,0,0,0,0,0,0
gene-LOC109634678|LOC109634678,23,11,17,0,5,8,13,0
gene-LOC109634735|LOC109634735,73,57,75,74,119,42,71,70
gene-f13a1|f13a1,75,61,46,46,128,94,62,41
gene-LOC109634668|LOC109634668,14,34,62,29,48,76,58,52
gene-LOC109634687|LOC109634687,26,27,50,12,17,77,9,0
gene-trmt10b|trmt10b,133,160,191,133,179,128,103,111
gene-intu|intu,64,63,92,49,72,80,52,77
gene-aadat|aadat,143,212,294,177,287,238,272,273
gene-ino80b|ino80b,412,385,553,391,380,511,508,466
gene-LOC109634736|LOC109634736,5,17,38,17,10,20,5,52
gene-mfap3l|mfap3l,1779,1528,1617,991,1967,1398,1932,1928
gene-LOC109634802|LOC109634802,201,209,424,287,425,159,254,337
gene-fga|fga,305155,337218,387335,254857,419012,444134,482232,507576
gene-LOC109634764|LOC109634764,0,0,0,0,0,0,0,0
gene-LOC109634754|LOC109634754,8,0,0,0,0,0,12,0
gene-LOC109634762|LOC109634762,78,90,118,55,100,81,134,148
gene-LOC109634751|LOC109634751,190,125,152,60,133,197,172,265
gene-LOC109634738|LOC109634738,117,51,240,112,103,96,120,235
gene-cfi|cfi,23257,29525,32860,23311,32599,31041,37933,40372
gene-LOC109634740|LOC109634740,43,33,55,35,70,58,60,85
gene-LOC109634760|LOC109634760,43,89,147,98,79,79,127,254
gene-LOC109634742|LOC109634742,75,60,0,31,49,36,38,50
gene-LOC109634752|LOC109634752,15,10,7,0,16,27,27,43
gene-LOC109634743|LOC109634743,18,10,18,10,8,28,22,107
gene-LOC109634791|LOC109634791,7,0,0,0,0,0,10,30
gene-LOC109634702|LOC109634702,172,114,139,52,152,117,176,196
gene-LOC109634773|LOC109634773,333,225,426,355,492,294,261,792
gene-LOC109634746|LOC109634746,0,0,0,0,0,0,0,0
gene-slc10a7|slc10a7,605,600,1119,561,882,586,595,1580
gene-ttc29|ttc29,41,34,39,15,42,31,81,54
gene-LOC109634796|LOC109634796,31,13,42,48,45,31,20,39
gene-LOC109634747|LOC109634747,16,15,25,21,11,5,16,11
gene-LOC109634806|LOC109634806,557,485,541,475,477,546,552,634
gene-LOC109634748|LOC109634748,154,128,177,125,196,191,223,279
gene-LOC109634807|LOC109634807,161,173,230,156,174,184,242,322
gene-LOC109634749|LOC109634749,34,23,68,8,32,26,36,63
gene-LOC109634750|LOC109634750,332,162,410,67,283,262,327,358
gene-LOC109634804|LOC109634804,0,0,0,0,0,0,0,0
gene-LOC109634944|LOC109634944,0,0,0,0,0,0,0,0
gene-LOC109634943|LOC109634943,234,192,204,14,162,265,386,853
gene-LOC109635032|LOC109635032,5,11,26,5,28,3,23,14
gene-LOC109635106|LOC109635106,63,96,61,57,39,36,68,45
gene-LOC109635261|LOC109635261,3515,3281,3471,3362,3762,3493,3574,3705
gene-LOC109635081|LOC109635081,18592,20219,21013,19992,13886,11317,12814,9113
gene-LOC109634981|LOC109634981,1416,1603,1447,1227,993,1501,1637,790
gene-LOC109635118|LOC109635118,906,937,1326,779,1279,1073,1298,1721
gene-lrp1|lrp1,3838,5298,7463,4686,8100,7411,7824,12854
gene-LOC109635119|LOC109635119,0,0,0,0,0,0,3,0
gene-LOC109635183|LOC109635183,591,1000,654,704,421,274,302,618
gene-LOC109635182|LOC109635182,135,69,129,80,131,112,122,131
gene-faim2|faim2,6,10,14,113,0,5,5,42
gene-mfsd5|mfsd5,200,173,275,43,273,245,313,211
gene-LOC109635188|LOC109635188,510,210,114,62,117,194,205,112
gene-rarg|rarg,237,340,367,108,223,177,265,429
gene-LOC109635313|LOC109635313,1077,966,954,531,840,738,783,1085
gene-LOC109635067|LOC109635067,5,0,0,0,26,5,0,10
gene-LOC109635063|LOC109635063,2,3,0,2,0,2,0,1
gene-hoxc9|hoxc9,0,0,0,0,0,0,0,0
gene-LOC109635033|LOC109635033,0,0,0,0,0,0,0,0
gene-hoxc6|hoxc6,0,0,0,0,3,3,0,0
gene-hoxc5|hoxc5,32,53,37,5,46,39,78,55
gene-hoxc4|hoxc4,21,5,7,4,0,17,16,26
gene-LOC109635076|LOC109635076,11,3,0,0,0,0,5,0
gene-LOC109635160|LOC109635160,57,22,18,8,23,66,39,24
gene-cbx5|cbx5,277,234,539,251,289,187,426,638
gene-LOC109635161|LOC109635161,2815,2377,2961,1400,2286,2603,2500,3929
gene-copz1|copz1,313,270,817,494,413,393,493,1406
gene-znf740|znf740,181,145,135,52,198,205,217,288
gene-csad|csad,253,175,379,189,277,228,279,255
gene-LOC109635307|LOC109635307,93,69,106,33,101,77,141,177
gene-LOC109635179|LOC109635179,12,5,3,12,10,12,22,5
gene-LOC109635178|LOC109635178,4133,3871,4983,2889,3683,3783,5669,7900
gene-LOC109634998|LOC109634998,40,29,18,27,14,18,22,22
gene-fkbpl|fkbpl,131,55,100,19,133,119,127,143
gene-trnah-gug-4|trnah-gug,1,0,0,0,0,0,0,0
gene-ccdc115|ccdc115,160,127,229,101,181,121,205,184
gene-LOC109635006|LOC109635006,18,19,29,11,15,23,18,9
gene-apobec2|apobec2,0,0,0,0,0,0,0,0
gene-LOC109635300|LOC109635300,84,145,247,77,248,112,183,218
gene-LOC109635126|LOC109635126,80,74,109,94,145,91,117,79
gene-LOC109635034|LOC109635034,0,13,13,0,12,8,8,0
gene-LOC109635129|LOC109635129,0,0,0,0,0,0,0,0
gene-LOC109635130|LOC109635130,0,8,16,9,17,18,22,9
gene-LOC109635131|LOC109635131,90,74,179,44,63,82,177,354
gene-lad1|lad1,544,658,554,288,356,363,321,132
gene-LOC109635008|LOC109635008,8,8,41,0,22,12,0,53
gene-tnnt2|tnnt2,73,24,512,41,148,64,197,447
gene-pkp1|pkp1,99,132,176,124,206,110,142,198
gene-LOC109635222|LOC109635222,243,217,181,74,187,242,228,219
gene-lgr6|lgr6,8,5,0,0,0,5,0,0
gene-ube2t|ube2t,38,15,60,50,68,33,42,59
gene-LOC109635097|LOC109635097,101,89,72,68,112,146,164,201
gene-LOC109635099|LOC109635099,14,9,35,7,12,15,28,25
gene-LOC109635287|LOC109635287,25,16,13,4,7,17,10,0
gene-LOC109635098|LOC109635098,0,0,4,5,0,0,2,3
gene-LOC109635327|LOC109635327,967,1103,929,654,932,782,893,868
gene-LOC109635030|LOC109635030,0,0,8,4,6,0,0,3
gene-LOC109635085|LOC109635085,20,31,43,19,67,30,37,25
gene-LOC109635206|LOC109635206,0,0,4,0,0,0,9,5
gene-uba1|uba1,3149,2569,3228,1519,3555,2358,2463,2755
gene-LOC109635208|LOC109635208,1538,1330,2175,997,1903,1137,1510,2021
gene-LOC109635250|LOC109635250,847,968,1081,606,717,818,766,437
gene-lrrc23|lrrc23,16,8,19,12,5,0,10,14
gene-LOC109635235|LOC109635235,48231,42318,41140,26963,26194,26733,39498,27930
gene-LOC109635108|LOC109635108,74,94,149,139,72,183,304,414
gene-bgn|bgn,241,248,374,174,345,303,358,482
gene-LOC109635009|LOC109635009,60,26,40,27,25,37,30,20
gene-LOC109635036|LOC109635036,14,22,13,0,14,33,29,16
gene-lrtm1|lrtm1,36,26,36,86,14,61,96,38
gene-LOC109635251|LOC109635251,21,40,47,12,25,11,35,22
gene-LOC109635252|LOC109635252,388,416,670,193,570,356,462,434
gene-LOC109635253|LOC109635253,784,587,718,336,711,678,733,870
gene-LOC109635218|LOC109635218,107,87,138,70,111,140,148,163
gene-LOC109635038|LOC109635038,12319,13045,10758,10725,10283,11155,7452,3247
gene-LOC109635314|LOC109635314,0,0,8,0,0,0,0,5
gene-LOC109634992|LOC109634992,66,44,52,19,82,31,57,45
gene-LOC109635187|LOC109635187,3300,3235,2708,1566,2465,2854,3107,1753
gene-LOC109635186|LOC109635186,17,11,8,5,0,13,17,12
gene-LOC109635101|LOC109635101,15,10,11,0,0,0,5,0
gene-LOC109635022|LOC109635022,33,31,25,47,22,12,16,7
gene-samhd1|samhd1,579,373,335,315,409,371,227,268
gene-LOC109635324|LOC109635324,36,33,45,17,51,41,63,26
gene-trnaa-ugc-7|trnaa-ugc,1,1,0,1,1,1,1,1
gene-tp53inp2|tp53inp2,1491,1474,1967,621,1210,1492,1403,3730
gene-LOC109635265|LOC109635265,71,74,37,52,73,34,34,35
gene-ncoa6|ncoa6,854,799,1000,421,837,1602,1734,1140
gene-plcg1|plcg1,177,151,162,97,108,116,185,215
gene-LOC109635039|LOC109635039,101,71,76,53,55,59,85,110
gene-LOC109635124|LOC109635124,391,311,502,349,417,288,330,522
gene-cunh20orf24|cunh20orf24,550,449,2392,1110,1221,829,1232,3149
gene-dhx35|dhx35,166,121,209,153,195,128,96,159
gene-LOC109635290|LOC109635290,1017,1307,1598,5188,752,1014,1272,4602
gene-rnf114|rnf114,432,344,428,182,358,235,265,355
gene-slc9a8|slc9a8,631,712,1056,632,1034,549,669,994
gene-b4galt5|b4galt5,165,119,156,140,148,108,152,179
gene-emilin3|emilin3,43,41,20,7,35,29,24,20
gene-aar2|aar2,177,107,101,60,165,93,105,151
gene-prpf6|prpf6,438,501,858,1119,850,605,804,1482
gene-znf512b|znf512b,107,104,71,34,97,98,79,42
gene-uckl1|uckl1,922,753,932,433,614,906,558,499
gene-zbtb46|zbtb46,12,6,24,18,22,14,14,15
gene-LOC109635279|LOC109635279,6,7,39,20,12,8,15,19
gene-LOC109635280|LOC109635280,9,7,8,8,10,5,8,7
gene-LOC109635193|LOC109635193,0,0,2,0,0,0,6,4
gene-LOC109635192|LOC109635192,2583,2255,1476,564,1534,1858,2353,2749
gene-LOC109634994|LOC109634994,99,145,115,87,63,145,167,103
gene-lime1|lime1,29,23,16,8,21,30,50,44
gene-LOC109635216|LOC109635216,360,315,424,165,338,305,426,567
gene-slc17a9|slc17a9,244,249,1206,255,737,429,541,792
gene-gid8|gid8,631,435,520,339,491,435,560,642
gene-LOC109635170|LOC109635170,450,481,640,403,469,496,512,494
gene-LOC109635223|LOC109635223,983,1041,1030,563,1010,1186,1324,1331
gene-LOC109635044|LOC109635044,155,159,59,42,43,98,203,36
gene-dcaf1|dcaf1,608,605,381,104,575,424,379,435
gene-LOC109635210|LOC109635210,1305,1033,1755,886,1376,952,1150,1363
gene-rpl32|rpl32,45618,32750,38723,48757,34922,31063,37749,53444
gene-LOC109635305|LOC109635305,0,0,6,10,0,5,0,0
gene-slc6a6|slc6a6,3212,2983,3344,2477,2768,2775,2878,3061
gene-abtb1|abtb1,657,564,288,186,324,373,347,323
gene-LOC109635142|LOC109635142,118,106,261,87,154,133,116,212
gene-LOC109635146|LOC109635146,604,525,886,453,895,537,596,877
gene-LOC109635144|LOC109635144,92,135,440,103,298,143,192,160
gene-LOC109635134|LOC109635134,8,8,15,9,4,10,13,26
gene-LOC109635135|LOC109635135,84,59,144,100,96,74,85,142
gene-smim4|smim4,135,122,393,159,149,121,163,209
gene-LOC109635137|LOC109635137,6,4,11,2,0,0,7,6
gene-LOC109635138|LOC109635138,2754,2630,3882,2281,2957,2380,3509,3647
gene-LOC109635136|LOC109635136,11,5,20,12,0,0,0,0
gene-rbm39|rbm39,867,807,928,663,772,865,872,1040
gene-LOC109635284|LOC109635284,145,122,130,77,106,169,117,131
gene-LOC109635308|LOC109635308,85,71,109,43,76,98,177,331
gene-LOC109635309|LOC109635309,2415,3229,3227,2566,3158,2885,2656,4281
gene-eif2d|eif2d,471,309,480,338,513,448,522,809
gene-LOC109635094|LOC109635094,0,13,8,0,0,21,17,0
gene-LOC109635047|LOC109635047,712,738,702,321,481,493,597,685
gene-LOC109635147|LOC109635147,56,8,5,0,3,0,0,0
gene-LOC109635026|LOC109635026,26,31,32,30,19,41,25,61
gene-LOC109635077|LOC109635077,1437,1100,1393,955,1093,940,1376,2166
gene-LOC109635229|LOC109635229,452,366,316,200,384,341,432,458
gene-qars|qars,3231,2530,3975,2801,3419,3607,4713,8198
gene-ogg1|ogg1,59,77,174,44,79,62,97,198
gene-prrt3|prrt3,35,31,70,60,32,28,21,55
gene-LOC109635249|LOC109635249,235,207,205,128,137,267,557,949
gene-wdr46|wdr46,219,184,371,202,309,166,234,343
gene-nr2c2|nr2c2,114,150,258,147,120,175,308,358
gene-mrps25|mrps25,146,144,200,114,208,135,186,284
gene-rbsn|rbsn,590,547,651,314,547,558,813,993
gene-tmcc1|tmcc1,120,104,89,108,84,55,113,76
gene-plxnd1|plxnd1,270,311,323,90,338,319,295,367
gene-LOC109635048|LOC109635048,0,0,0,0,3,0,0,3
gene-creld1|creld1,0,5,0,3,0,0,0,0
gene-mbd4|mbd4,31,22,8,0,39,19,24,18
gene-ift122|ift122,63,45,59,49,55,31,51,91
gene-LOC109635028|LOC109635028,103,96,192,130,80,173,188,444
gene-brpf1|brpf1,373,351,364,235,355,409,424,467
gene-LOC109635049|LOC109635049,341,334,657,327,318,425,662,982
gene-LOC109635176|LOC109635176,396,388,242,226,414,186,99,169
gene-LOC109635093|LOC109635093,89,63,31,70,65,55,48,57
gene-LOC109635091|LOC109635091,29,15,64,21,27,17,41,20
gene-LOC109635051|LOC109635051,41,32,36,23,54,60,44,36
gene-LOC109635181|LOC109635181,1767,1419,1512,458,1676,1552,1647,1657
gene-fbxw12|fbxw12,38,62,51,19,40,38,76,104
gene-LOC109635167|LOC109635167,1773,2012,1232,1335,1369,1060,1105,935
gene-nup210|nup210,113,103,136,38,296,102,106,74
gene-LOC109635242|LOC109635242,946,1077,1218,356,914,1029,1475,1079
gene-LOC109635173|LOC109635173,55,23,45,30,61,46,17,19
gene-LOC109635174|LOC109635174,29,12,25,6,20,40,16,13
gene-cnbp|cnbp,8057,6205,7727,4934,7477,4953,4577,5485
gene-raf1|raf1,1481,1182,1142,639,1098,968,743,606
gene-LOC109635002|LOC109635002,3,0,7,9,0,9,15,0
gene-LOC109635262|LOC109635262,483,354,513,416,374,436,478,782
gene-LOC109635299|LOC109635299,182,141,151,1306,155,116,161,274
gene-LOC109635084|LOC109635084,52,74,262,463,123,57,41,87
gene-spo11|spo11,0,0,0,0,0,0,0,0
gene-bmp7|bmp7,0,21,12,0,14,0,0,0
gene-LOC109635011|LOC109635011,28,48,68,24,52,60,42,14
gene-LOC109635012|LOC109635012,15,11,193,20,52,35,64,41
gene-LOC109635079|LOC109635079,85,84,115,106,73,58,57,159
gene-LOC109635234|LOC109635234,0,0,0,0,0,0,0,0
gene-taf4|taf4,156,130,162,85,149,148,162,145
gene-LOC109635298|LOC109635298,29,57,17,24,41,32,19,14
gene-LOC109635326|LOC109635326,365,372,382,189,405,326,432,522
gene-col9a3|col9a3,8,0,5,0,0,4,0,0
gene-tcfl5|tcfl5,0,3,0,0,0,0,0,0
gene-LOC109635217|LOC109635217,393,237,147,104,309,246,128,101
gene-zmynd8|zmynd8,466,448,679,409,581,625,795,936
gene-LOC109635268|LOC109635268,126,91,298,144,179,137,168,329
gene-baz2a|baz2a,874,904,1124,873,918,939,1061,1373
gene-ptges3|ptges3,978,716,1909,5185,1363,899,1086,3109
gene-naca|naca,29503,20947,23679,27385,24960,26101,30477,39579
gene-prim1|prim1,16,16,48,12,33,21,31,0
gene-LOC109635213|LOC109635213,51,19,35,31,84,47,43,57
gene-LOC109635185|LOC109635185,4,12,15,8,0,4,11,7
gene-ddx23|ddx23,1622,1337,984,598,1220,1035,870,675
gene-LOC109635053|LOC109635053,785,1174,1000,948,934,812,636,854
gene-LOC109635163|LOC109635163,638,684,1358,971,975,581,1179,1408
gene-LOC109635165|LOC109635165,6734,4386,3587,2767,5474,2967,3151,3879
gene-LOC109635330|LOC109635330,25,5,274,31,113,30,210,283
gene-spryd4|spryd4,420,359,468,310,349,251,295,556
gene-gls2|gls2,5047,3851,3221,1985,8127,2441,3439,4175
gene-LOC109635214|LOC109635214,10,0,10,0,0,0,0,0
gene-aaas|aaas,194,174,167,151,196,181,148,140
gene-LOC109635271|LOC109635271,0,0,0,0,0,0,0,0
gene-LOC109634983|LOC109634983,438,340,601,432,444,381,485,665
gene-LOC109635150|LOC109635150,118,110,136,91,144,116,107,121
gene-LOC109635149|LOC109635149,97,119,140,42,92,113,138,147
gene-LOC109635257|LOC109635257,15,8,26,38,24,20,36,37
gene-LOC109635054|LOC109635054,99,155,125,96,106,114,98,71
gene-LOC109634995|LOC109634995,734,476,555,955,774,581,853,1330
gene-anks1a|anks1a,105,79,137,92,104,98,120,131
gene-LOC109635055|LOC109635055,48,38,62,41,68,41,48,78
gene-taf11|taf11,243,161,235,126,248,217,272,459
gene-uhrf1bp1|uhrf1bp1,145,88,40,11,101,94,67,36
gene-LOC109635276|LOC109635276,0,5,6,0,6,14,0,0
gene-LOC109635275|LOC109635275,694,494,932,911,634,660,778,1141
gene-LOC109635291|LOC109635291,0,0,9,10,0,7,6,15
gene-LOC109635194|LOC109635194,183,179,379,147,173,162,205,197
gene-hmga1|hmga1,113,80,78,44,34,84,81,23
gene-LOC109635197|LOC109635197,207,230,221,201,321,333,277,188
gene-LOC109635001|LOC109635001,307,231,207,308,454,282,199,102
gene-LOC109635220|LOC109635220,5,0,6,5,5,18,10,24
gene-oard1|oard1,18,25,56,38,37,28,41,106
gene-guca1b|guca1b,0,0,0,0,0,0,0,7
gene-LOC109635236|LOC109635236,293,232,298,165,208,187,263,283
gene-LOC109635237|LOC109635237,1392,1133,1333,751,782,886,929,1725
gene-LOC109634980|LOC109634980,202,162,413,440,214,262,377,648
gene-LOC109635260|LOC109635260,172,102,74,92,137,100,137,117
gene-LOC109635259|LOC109635259,41,29,29,19,45,30,34,17
gene-LOC109635013|LOC109635013,113,93,91,34,100,96,129,162
gene-arl6ip5|arl6ip5,274,394,321,230,238,208,215,372
gene-LOC109634985|LOC109634985,211,122,218,122,228,145,146,211
gene-LOC109635157|LOC109635157,206,200,84,302,158,137,197,195
gene-LOC109635158|LOC109635158,76,76,23,66,54,12,17,5
gene-LOC109635156|LOC109635156,8,26,20,214,19,22,24,40
gene-LOC109635159|LOC109635159,11035,10467,11125,9567,10933,10794,9474,7692
gene-LOC109635060|LOC109635060,0,0,0,0,0,3,0,3
gene-LOC109635266|LOC109635266,199,192,166,98,136,199,172,248
gene-LOC109635267|LOC109635267,57,61,113,70,77,59,81,78
gene-LOC109635019|LOC109635019,209,267,159,241,236,313,226,190
gene-aurkaip1|aurkaip1,530,472,666,611,759,561,836,1366
gene-LOC109635310|LOC109635310,824,884,614,526,406,966,845,328
gene-LOC109635316|LOC109635316,5185,6271,6338,3856,3802,4553,5611,7283
gene-apex2|apex2,74,65,83,8,45,22,70,57
gene-LOC109635152|LOC109635152,232,262,248,200,213,161,235,279
gene-LOC109635155|LOC109635155,2658,2696,1718,1922,2535,2079,1437,620
gene-was|was,540,457,455,364,658,596,567,281
gene-LOC109635245|LOC109635245,33,47,87,35,52,34,29,13
gene-LOC109635205|LOC109635205,448,284,169,90,357,263,182,172
gene-wdr13|wdr13,442,435,694,502,479,324,538,585
gene-LOC109634979|LOC109634979,58,44,71,28,75,50,80,91
gene-LOC109635061|LOC109635061,267,259,384,192,306,306,324,361
gene-kdm5c|kdm5c,466,450,711,326,584,554,582,690
gene-LOC109635133|LOC109635133,36,27,63,30,43,46,47,52
gene-LOC109635304|LOC109635304,389,266,421,306,461,315,441,442
gene-LOC109634987|LOC109634987,58,52,47,57,47,49,41,20
gene-LOC109634993|LOC109634993,25,20,26,16,10,33,55,85
gene-LOC109635105|LOC109635105,21,19,50,17,22,15,0,6
gene-trnae-cuc-12|trnae-cuc,1,0,0,0,0,0,0,0
gene-LOC109635025|LOC109635025,16134,16932,24072,11755,20306,17256,19450,19339
gene-LOC109635285|LOC109635285,51,32,10,30,41,27,33,15
gene-cunh6orf226|cunh6orf226,48,19,57,17,34,32,31,50
gene-LOC109635090|LOC109635090,12,5,28,0,8,14,22,18
gene-mrps16|mrps16,873,648,820,712,765,634,695,869
gene-park7|park7,1449,1369,1377,1634,1325,1563,1921,2432
gene-LOC109635495|LOC109635495,90,83,105,20,51,121,130,57
gene-megf6|megf6,26,53,0,69,46,18,0,0
gene-LOC109635491|LOC109635491,1752,1374,1871,1573,1618,1490,2027,3063
gene-mrto4|mrto4,857,739,1020,793,935,800,868,1036
gene-iffo2|iffo2,695,587,600,337,517,570,874,1457
gene-terf2ip|terf2ip,13,24,31,11,18,35,24,39
gene-pparg|pparg,599,315,309,83,507,370,494,600
gene-syn2|syn2,0,0,8,0,5,0,6,0
gene-timp4|timp4,15,15,5,16,17,28,54,31
gene-tamm41|tamm41,89,55,148,57,116,60,91,240
gene-vgll4|vgll4,369,349,294,882,310,337,313,360
gene-atg7|atg7,290,258,481,145,371,259,330,494
gene-hrh1|hrh1,3,3,16,14,0,12,5,3
gene-atp2b2|atp2b2,12,10,17,16,0,13,10,10
gene-LOC109635498|LOC109635498,0,3,8,5,0,0,0,10
gene-iars|iars,420,346,1863,474,1258,607,1270,2232
gene-rpl29|rpl29,23880,18441,21612,23165,18896,15899,21332,22198
gene-dusp7|dusp7,2002,2638,1675,936,1393,1515,1509,1143
gene-poc1a|poc1a,41,36,70,18,30,23,59,60
gene-b9d2|b9d2,18,32,44,19,30,12,19,19
gene-alas1|alas1,5401,5943,8866,8641,5463,5073,5002,4814
gene-LOC109635623|LOC109635623,1452,1774,2349,1039,2533,1508,1450,1498
gene-LOC109635385|LOC109635385,16,5,8,9,40,21,14,8
gene-itga7|itga7,76,137,74,128,53,76,82,63
gene-npff|npff,0,0,4,0,0,0,0,0
gene-trnal-uaa-2|trnal-uaa,0,0,0,0,0,0,0,0
gene-LOC109635386|LOC109635386,7,2,0,0,0,5,0,0
gene-nckap1l|nckap1l,87,125,287,33,208,83,134,103
gene-cunh12orf10|cunh12orf10,1028,886,944,818,966,856,1027,813
gene-LOC109635526|LOC109635526,3876,2792,3756,2258,3823,3053,2887,3364
gene-prr13|prr13,232,282,285,178,283,226,231,290
gene-LOC109635419|LOC109635419,13,5,53,45,39,16,41,20
gene-amhr2|amhr2,0,0,0,0,0,0,0,0
gene-sp1|sp1,490,281,129,141,368,251,321,347
gene-LOC109635566|LOC109635566,30,13,18,12,27,17,20,6
gene-tarbp2|tarbp2,198,130,121,60,136,107,126,151
gene-LOC109635389|LOC109635389,478,425,412,335,457,228,361,241
gene-LOC109635497|LOC109635497,7430,7991,6962,4006,5827,4657,5428,6399
gene-kif5a|kif5a,12,13,17,0,4,15,0,13
gene-dctn2|dctn2,448,474,574,427,506,430,624,762
gene-ddit3|ddit3,213,173,676,561,200,142,293,434
gene-mars|mars,297,204,706,213,471,218,560,1173
gene-arhgap9|arhgap9,59,76,128,56,149,84,114,70
gene-LOC109635593|LOC109635593,19,14,36,10,45,30,28,12
gene-gli1|gli1,13,15,60,13,53,40,32,27
gene-LOC109635534|LOC109635534,2389,2838,6977,2223,3434,4535,4775,2086
gene-r3hdm2|r3hdm2,387,363,543,244,410,618,560,317
gene-nxph4|nxph4,8,8,10,5,12,5,10,31
gene-shmt2|shmt2,4941,2715,4730,2425,5238,2781,4907,3486
gene-fam210b|fam210b,1739,1491,1193,860,1452,1161,1272,1304
gene-ppp1r16b|ppp1r16b,311,257,271,216,263,279,285,300
gene-LOC109635621|LOC109635621,113,100,131,80,88,96,98,156
gene-aurka|aurka,0,5,28,37,12,16,17,4
gene-LOC109635353|LOC109635353,177,244,288,1671,353,86,76,149
gene-LOC109635343|LOC109635343,124,74,74,32,39,143,67,50
gene-LOC109635337|LOC109635337,283,252,281,257,269,245,290,296
gene-ipo9|ipo9,847,836,1018,876,1033,889,1018,1618
gene-LOC109635358|LOC109635358,63,57,244,23,173,74,87,74
gene-LOC109635488|LOC109635488,132,98,174,24,151,119,161,138
gene-LOC109635489|LOC109635489,395,539,791,469,622,657,502,599
gene-LOC109635338|LOC109635338,237,267,382,338,386,246,282,250
gene-ncoa5|ncoa5,433,355,546,355,512,372,413,501
gene-LOC109635573|LOC109635573,4,0,2,0,0,0,0,0
gene-LOC109635373|LOC109635373,7337,5897,5379,1768,1885,457,2556,35931
gene-LOC109635435|LOC109635435,24,0,14,11,16,14,9,0
gene-manbal|manbal,220,150,223,130,210,160,223,296
