gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392,SRR13308393,SRR13308394,SRR13308395
gene-LOC109633196|LOC109633196,14,17,16,0,12,8,0,0
gene-LOC109638586|LOC109638586,9,20,9,0,18,15,9,0
gene-LOC109638633|LOC109638633,33,31,192,45,67,29,52,145
gene-LOC109638538|LOC109638538,19,24,14,17,61,126,34,51
gene-LOC109638588|LOC109638588,1046,731,1376,766,1410,702,1015,1268
gene-tmem43|tmem43,375,331,424,260,376,321,391,352
gene-LOC109638488|LOC109638488,0,0,0,0,0,0,0,0
gene-ndufaf3|ndufaf3,18,14,38,12,24,37,39,64
gene-nckipsd|nckipsd,153,108,179,87,118,116,139,159
gene-LOC109638489|LOC109638489,403,336,311,119,325,280,233,188
gene-LOC109638551|LOC109638551,950,905,1071,742,1073,1160,1149,1524
gene-fblim1|fblim1,167,160,220,296,203,133,222,253
gene-LOC109638619|LOC109638619,16,29,24,63,14,10,11,46
gene-slc25a34|slc25a34,1042,675,1111,810,1202,862,776,1728
gene-fbxo42|fbxo42,571,501,804,373,553,913,1345,1389
gene-LOC109638566|LOC109638566,372,324,447,228,416,341,542,658
gene-LOC109638623|LOC109638623,705,622,915,417,720,633,861,1119
gene-crocc|crocc,12,0,8,0,0,0,0,0
gene-LOC109638539|LOC109638539,5,0,0,0,0,0,0,0
gene-cant1|cant1,242,213,247,115,220,220,267,206
gene-lgals3bp|lgals3bp,340,493,690,226,521,522,471,817
gene-LOC109638758|LOC109638758,1005,780,1420,1038,1246,827,910,851
gene-LOC109638674|LOC109638674,0,0,0,0,14,13,14,9
gene-cenpx|cenpx,153,107,104,86,103,53,37,13
gene-LOC109638671|LOC109638671,0,0,0,0,0,0,0,0
gene-LOC109638670|LOC109638670,0,0,0,0,0,0,0,0
gene-LOC109638744|LOC109638744,7,11,30,12,11,18,30,110
gene-LOC109638743|LOC109638743,308,191,336,366,351,189,226,222
gene-LOC109638694|LOC109638694,0,7,13,0,0,0,0,11
gene-LOC109638662|LOC109638662,0,0,7,4,0,0,0,0
gene-rnf213|rnf213,531,724,804,471,784,691,554,705
gene-LOC109638733|LOC109638733,76,165,131,284,88,130,145,147
gene-LOC109638673|LOC109638673,0,10,3,8,0,5,2,2
gene-LOC109638734|LOC109638734,110,117,130,77,136,103,135,130
gene-med9|med9,78,47,72,49,60,63,76,85
gene-LOC109638749|LOC109638749,21,39,13,19,36,32,40,16
gene-LOC109638690|LOC109638690,225,227,124,128,178,150,164,115
gene-LOC109638656|LOC109638656,46,53,64,59,50,90,88,56
gene-rnps1|rnps1,188,116,268,105,294,109,130,165
gene-LOC109638747|LOC109638747,78,54,63,22,82,76,80,87
gene-LOC109638713|LOC109638713,0,0,0,4,0,6,0,0
gene-LOC109638676|LOC109638676,0,0,0,0,0,0,0,0
gene-abca3|abca3,754,932,909,404,744,558,685,684
gene-ccnf|ccnf,0,18,23,9,13,0,26,0
gene-LOC109638675|LOC109638675,131,103,139,55,127,139,90,80
gene-trnat-agu-18|trnat-agu,8,4,5,4,4,5,4,1
gene-hmox2|hmox2,1047,875,1154,491,1091,946,999,1079
gene-dnaja3|dnaja3,318,295,566,464,316,298,382,873
gene-LOC109638717|LOC109638717,50,54,60,37,73,74,66,69
gene-vasn|vasn,21,30,51,53,48,36,32,55
gene-LOC109638735|LOC109638735,307,241,183,153,229,218,188,193
gene-LOC109638721|LOC109638721,497,736,447,372,594,342,294,412
gene-LOC109638720|LOC109638720,636,524,687,747,690,710,825,1035
gene-LOC109638677|LOC109638677,173,123,133,93,176,138,153,213
gene-dnaaf5|dnaaf5,49,56,91,48,49,28,36,87
gene-prkar1b|prkar1b,6,0,3,0,0,0,17,18
gene-pdgfa|pdgfa,62,56,33,61,36,31,25,13
gene-ccp110|ccp110,26,16,60,105,33,8,25,22
gene-sun1|sun1,682,685,648,537,589,815,629,559
gene-iqck|iqck,0,11,0,0,0,0,0,15
gene-LOC109638680|LOC109638680,0,0,0,7,0,0,0,0
gene-LOC109638751|LOC109638751,163,131,176,180,125,176,169,202
gene-LOC109638649|LOC109638649,1244,1019,1076,939,1049,929,1100,1583
gene-LOC109638759|LOC109638759,93,76,234,96,88,145,127,185
gene-dxo|dxo,199,117,134,54,139,169,208,208
gene-stk19|stk19,220,144,285,162,212,140,222,389
gene-LOC109638708|LOC109638708,379,266,525,156,497,222,242,407
gene-LOC109638710|LOC109638710,1609,1613,2180,1438,1704,1319,1915,2430
gene-smim10l1|smim10l1,73,74,138,77,52,70,89,231
gene-LOC109638752|LOC109638752,7,5,14,8,11,13,14,26
gene-LOC109638741|LOC109638741,9,11,0,4,8,12,0,0
gene-cep112|cep112,27,18,22,0,26,0,0,22
gene-LOC109638699|LOC109638699,4,0,0,5,7,17,20,10
gene-LOC109638737|LOC109638737,83,42,34,30,38,80,60,37
gene-LOC109638753|LOC109638753,28,32,13,14,11,33,41,19
gene-LOC109638732|LOC109638732,24,9,6,13,17,7,3,14
gene-ern1|ern1,967,681,846,388,992,975,1242,1174
gene-LOC109638682|LOC109638682,78,84,127,61,82,96,148,144
gene-gaa|gaa,50,123,100,45,35,117,253,207
gene-tbc1d16|tbc1d16,933,710,736,321,1058,967,1049,1674
gene-LOC109638661|LOC109638661,268,236,253,377,150,189,259,204
gene-LOC109638666|LOC109638666,808,607,494,325,542,287,238,362
gene-LOC109638691|LOC109638691,7,4,0,0,3,0,0,0
gene-LOC109638685|LOC109638685,1245,1118,818,697,975,852,607,352
gene-e4f1|e4f1,167,178,260,112,183,142,218,245
gene-narfl|narfl,254,177,390,200,292,200,300,435
gene-LOC109638658|LOC109638658,0,0,9,0,10,10,0,9
gene-hagh|hagh,795,721,763,435,710,472,860,1188
gene-fahd1|fahd1,781,559,711,480,591,577,788,1196
gene-LOC109638706|LOC109638706,0,7,7,0,0,0,0,0
gene-LOC109638654|LOC109638654,1775,1272,1618,929,1703,1067,1535,1691
gene-LOC109638653|LOC109638653,49,70,106,61,25,68,81,118
gene-ndufb10|ndufb10,601,464,613,514,524,481,547,638
gene-rps2|rps2,97267,81031,90330,112715,79595,74518,92514,100960
gene-tbl3|tbl3,237,217,256,119,319,382,400,384
gene-noxo1|noxo1,26,34,42,79,11,46,61,59
gene-drc3|drc3,0,0,0,0,0,0,0,0
gene-LOC109638736|LOC109638736,124,122,111,56,102,77,91,69
gene-LOC109638754|LOC109638754,174,232,342,237,167,223,296,382
gene-LOC109638689|LOC109638689,824,731,563,451,780,528,667,870
gene-LOC109638667|LOC109638667,203,190,188,78,170,126,264,54
gene-LOC109638850|LOC109638850,18,35,95,39,58,26,80,56
gene-LOC109638847|LOC109638847,1088,1261,1680,1097,1118,1156,1236,2016
gene-LOC109638833|LOC109638833,0,0,0,0,0,0,0,0
gene-LOC109638832|LOC109638832,515,586,609,308,451,531,674,653
gene-LOC109638801|LOC109638801,0,0,0,0,0,0,3,0
gene-she|she,127,88,235,134,139,116,169,301
gene-LOC109638838|LOC109638838,260,263,417,90,337,407,513,531
gene-LOC109638848|LOC109638848,571,468,359,504,495,557,717,529
gene-LOC109638862|LOC109638862,279,359,464,773,330,309,486,601
gene-cunh1orf43|cunh1orf43,188,141,207,137,141,157,168,193
gene-LOC109638844|LOC109638844,905,792,1782,660,1225,697,1038,1223
gene-LOC109638812|LOC109638812,0,7,0,0,0,0,0,6
gene-znf687|znf687,169,126,214,108,138,118,136,217
gene-LOC109638781|LOC109638781,0,0,0,0,0,0,0,0
gene-LOC109638763|LOC109638763,1323,1138,1640,1336,1300,1149,1238,2007
gene-LOC109638783|LOC109638783,0,0,0,0,0,0,0,0
gene-LOC109638857|LOC109638857,0,0,0,0,0,0,0,0
gene-mef2d|mef2d,800,623,753,363,741,828,719,884
gene-LOC109638784|LOC109638784,0,0,0,0,0,0,0,0
gene-LOC109638798|LOC109638798,203,183,321,128,244,172,242,313
gene-akap9|akap9,1148,909,2001,1703,1289,1716,2127,2995
gene-dus3l|dus3l,200,125,165,97,251,123,114,138
gene-LOC109638799|LOC109638799,0,0,98,4,37,0,0,0
gene-ubap2l|ubap2l,990,796,1242,613,1118,946,1014,960
gene-hax1|hax1,274,264,427,332,266,219,305,597
gene-LOC109638811|LOC109638811,442,278,705,1081,442,307,441,856
gene-LOC109638809|LOC109638809,346,270,534,168,540,282,539,1427
gene-LOC109638813|LOC109638813,150,562,293,345,286,322,482,190
gene-LOC109638807|LOC109638807,5,0,7,10,0,11,38,80
gene-LOC109638829|LOC109638829,175,97,159,119,100,149,154,232
gene-LOC109638782|LOC109638782,766,623,568,281,521,758,711,698
gene-LOC109638856|LOC109638856,1482,1768,1253,1636,621,887,1021,747
gene-LOC109638860|LOC109638860,129,60,97,34,154,101,126,208
gene-LOC109638828|LOC109638828,692,751,640,712,419,577,759,1093
gene-mrpl24|mrpl24,215,187,241,96,194,124,152,152
gene-hdgf|hdgf,676,572,589,361,607,524,509,680
gene-prcc|prcc,288,228,356,171,289,306,306,431
gene-mrpl9|mrpl9,73,54,157,71,129,71,76,161
gene-LOC109638817|LOC109638817,4917,7140,3435,6105,4998,4392,4888,3488
gene-krit1|krit1,178,160,218,102,221,153,226,343
gene-LOC109638786|LOC109638786,141,112,225,281,110,171,325,302
gene-mterf1|mterf1,24,20,38,9,49,28,50,63
gene-LOC109638787|LOC109638787,10,10,8,0,0,12,6,0
gene-recql4|recql4,10,10,22,10,20,8,14,12
gene-slc39a4|slc39a4,129,216,587,187,432,139,224,164
gene-LOC109638853|LOC109638853,133,73,498,123,165,128,147,336
gene-dgat1|dgat1,222,206,1143,351,513,145,335,336
gene-LOC109638867|LOC109638867,53,0,11,0,0,18,0,28
gene-LOC109638789|LOC109638789,77,60,57,17,67,43,95,89
gene-LOC109638777|LOC109638777,0,0,0,0,9,0,0,7
gene-LOC109638776|LOC109638776,0,14,0,0,32,0,0,13
gene-slc45a4|slc45a4,605,462,998,311,545,585,538,894
gene-LOC109638790|LOC109638790,167,171,175,96,157,159,225,183
gene-ptk2|ptk2,442,489,479,323,532,439,444,473
gene-clptm1l|clptm1l,876,924,2042,704,1452,991,1226,2098
gene-rplp1|rplp1,18661,15435,19300,19299,19195,14289,18711,23272
gene-trps1|trps1,89,100,101,90,67,118,97,131
gene-LOC109638886|LOC109638886,12,8,8,3,5,8,7,6
gene-LOC109638859|LOC109638859,0,0,0,0,0,0,0,7
gene-LOC109638839|LOC109638839,40,27,42,15,26,29,40,34
gene-LOC109638778|LOC109638778,0,0,0,0,0,5,0,0
gene-LOC109638791|LOC109638791,0,0,0,1,1,3,0,0
gene-syngap1|syngap1,0,0,0,0,0,0,5,11
gene-LOC109638814|LOC109638814,0,0,0,0,0,0,0,0
gene-LOC109638800|LOC109638800,0,0,0,0,0,0,0,0
gene-LOC109638767|LOC109638767,0,0,14,0,9,0,0,0
gene-LOC109638771|LOC109638771,0,0,0,0,0,0,0,0
gene-LOC109638766|LOC109638766,0,0,0,0,0,0,0,0
gene-LOC109638846|LOC109638846,21,36,29,23,48,14,13,24
gene-LOC109638797|LOC109638797,23,26,85,34,46,34,68,34
gene-vps72|vps72,105,72,90,74,91,79,119,163
gene-sf3b4|sf3b4,166,61,123,60,183,74,89,174
gene-lix1l|lix1l,465,467,361,367,606,463,469,752
gene-LOC109638865|LOC109638865,362564,333540,408060,321524,398471,348745,382727,391835
gene-LOC109638836|LOC109638836,38551,33970,36667,31413,34523,33304,37280,36061
gene-LOC109638824|LOC109638824,309,328,554,344,409,277,378,422
gene-LOC109638826|LOC109638826,649,675,892,783,695,733,1073,1510
gene-psmg2|psmg2,92,56,134,47,176,60,102,190
gene-LOC109638842|LOC109638842,497,454,1291,804,643,412,715,1610
gene-LOC109638834|LOC109638834,3178,2296,2172,1186,2612,2725,3600,3317
gene-LOC109638858|LOC109638858,116,113,288,125,140,126,202,209
gene-polr2k|polr2k,112,69,90,50,63,78,73,109
gene-LOC109638820|LOC109638820,320,324,579,321,318,309,412,516
gene-LOC109638822|LOC109638822,168,114,132,142,221,136,216,598
gene-LOC109638821|LOC109638821,20,24,0,13,24,15,11,10
gene-rpl30|rpl30,30241,22933,26955,34093,25167,23681,28288,31244
gene-LOC109638779|LOC109638779,8,8,0,0,7,5,0,17
gene-mtdh|mtdh,983,1267,1217,781,1280,1076,1043,1124
gene-rrm2b|rrm2b,145,84,111,81,121,142,142,70
gene-LOC109638802|LOC109638802,376,268,560,342,490,403,401,782
gene-LOC109638770|LOC109638770,168,140,222,118,181,117,193,195
gene-LOC109638793|LOC109638793,181,163,201,372,147,105,176,198
gene-LOC109638794|LOC109638794,20,16,17,24,11,21,21,10
gene-n6amt1|n6amt1,211,203,249,173,167,226,230,245
gene-LOC109638876|LOC109638876,14,8,11,10,8,13,14,9
gene-LOC109638873|LOC109638873,0,8,0,0,5,0,2,0
gene-LOC109638895|LOC109638895,11,10,0,3,16,0,6,0
gene-LOC109638896|LOC109638896,37,0,2,5,0,14,0,7
gene-LOC109638877|LOC109638877,5,5,12,0,0,0,0,0
gene-msl3|msl3,535,400,297,193,473,376,566,506
gene-arhgap6|arhgap6,77,66,104,36,70,60,75,70
gene-LOC109638900|LOC109638900,53,62,34,35,54,29,54,25
gene-LOC109638883|LOC109638883,0,0,0,0,0,0,0,0
gene-LOC109638872|LOC109638872,97,66,64,56,95,43,81,100
gene-LOC109638901|LOC109638901,61,76,83,51,74,62,70,81
gene-trnad-guc-4|trnad-guc,0,0,0,0,0,1,0,0
gene-trnag-gcc-3|trnag-gcc,0,1,1,3,0,1,0,0
gene-trnad-guc-5|trnad-guc,0,0,0,0,0,0,0,0
gene-trnag-gcc-4|trnag-gcc,0,0,0,0,0,0,0,0
gene-trnad-guc-6|trnad-guc,0,0,0,0,0,0,0,0
gene-trnad-guc-7|trnad-guc,0,0,0,0,1,0,0,0
gene-trnam-cau-14|trnam-cau,0,0,0,0,0,0,0,0
gene-trnam-cau-15|trnam-cau,0,2,2,0,0,0,0,2
gene-ccdc122|ccdc122,0,0,0,0,0,0,10,5
gene-trnae-uuc-7|trnae-uuc,0,0,0,0,0,0,0,0
gene-LOC109638907|LOC109638907,375,309,366,282,301,283,365,434
gene-LOC109638892|LOC109638892,270,302,256,151,330,234,345,355
gene-arl13b|arl13b,222,234,238,91,175,248,200,183
gene-LOC109638889|LOC109638889,0,0,0,0,0,0,0,0
gene-ndfip2|ndfip2,7604,8038,8254,6564,7738,6016,7813,8926
gene-LOC109638885|LOC109638885,26,16,13,10,18,14,15,18
gene-LOC109638902|LOC109638902,209,298,405,465,292,154,248,591
gene-mtrf1|mtrf1,75,45,124,55,73,74,53,112
gene-wbp4|wbp4,160,153,161,109,103,250,156,223
gene-LOC109638884|LOC109638884,11,8,7,11,0,12,8,0
gene-LOC109638887|LOC109638887,49,26,0,26,35,32,21,29
gene-ggact|ggact,34,19,63,9,19,26,63,82
gene-ncam2|ncam2,0,0,0,0,0,0,0,26
gene-LOC109638974|LOC109638974,189,210,202,189,175,144,125,207
gene-LOC109638988|LOC109638988,20,17,24,34,28,33,45,18
gene-selenoo|selenoo,633,554,648,366,687,459,458,471
gene-trabd|trabd,620,516,1430,466,1011,616,961,1465
gene-LOC109638966|LOC109638966,13,0,5,13,0,26,9,7
gene-LOC109638967|LOC109638967,557,372,330,218,469,369,294,271
gene-LOC109638923|LOC109638923,48,40,130,46,75,70,130,206
gene-mterf2|mterf2,80,49,109,73,119,61,106,203
gene-etfbkmt|etfbkmt,136,133,235,114,139,117,275,404
gene-LOC109638986|LOC109638986,357,412,391,411,339,503,582,412
gene-LOC109638940|LOC109638940,0,0,11,0,0,6,7,0
gene-washc4|washc4,957,945,1984,718,1293,1191,1490,1444
gene-cnot2|cnot2,224,239,310,129,217,220,218,307
gene-lrrc10|lrrc10,0,0,0,0,0,0,0,1
gene-LOC109638955|LOC109638955,62,128,204,119,70,64,109,281
gene-fnbp4|fnbp4,1006,810,1111,679,770,1195,1570,1611
gene-agbl2|agbl2,0,0,7,0,0,0,0,0
gene-LOC109638992|LOC109638992,49,51,45,4,44,30,51,75
gene-LOC109638960|LOC109638960,97,83,57,55,53,81,80,70
gene-LOC109638961|LOC109638961,7,11,0,7,0,11,0,7
gene-LOC109638959|LOC109638959,885,801,914,672,836,547,597,678
gene-ccdc77|ccdc77,16,19,0,0,19,16,16,15
gene-ush1c|ush1c,214,136,167,103,173,115,105,163
gene-mob2|mob2,422,546,405,391,413,325,439,658
gene-LOC109638926|LOC109638926,0,3,0,0,0,0,0,7
gene-LOC109638930|LOC109638930,85,160,105,134,122,126,162,77
gene-LOC109638977|LOC109638977,200,252,277,112,204,236,218,250
gene-th|th,0,0,0,0,0,0,0,0
gene-phlda2|phlda2,22,38,46,143,16,43,47,32
gene-LOC109638973|LOC109638973,915,811,1280,617,1185,698,906,1328
gene-igf2|igf2,2508,1903,890,1152,2623,3404,1827,549
gene-mrpl23|mrpl23,347,283,297,128,374,225,244,257
gene-LOC109638956|LOC109638956,530,332,377,316,620,349,269,183
gene-spty2d1|spty2d1,134,132,305,296,188,180,308,462
gene-LOC109638945|LOC109638945,1227,850,941,556,1198,1045,920,1052
gene-LOC109638947|LOC109638947,278,273,552,2534,344,214,353,440
gene-tmem86a|tmem86a,2166,2131,1205,1048,2010,787,1728,3227
gene-LOC109638985|LOC109638985,2,0,0,0,3,0,0,0
gene-LOC109638984|LOC109638984,5,10,0,6,14,8,5,5
gene-abtb2|abtb2,212,227,263,220,259,185,262,436
gene-LOC109638932|LOC109638932,4,11,14,10,5,14,0,7
gene-LOC109638975|LOC109638975,157,180,2200,1624,294,138,410,296
gene-LOC109638979|LOC109638979,985,1001,1381,644,1084,872,1135,1432
gene-hras|hras,265,250,358,111,227,178,283,273
gene-LOC109638919|LOC109638919,186,132,117,137,193,164,105,99
gene-LOC109638938|LOC109638938,3981,4481,65550,12780,26956,3143,32219,6789
gene-LOC109638958|LOC109638958,816,964,1832,533,1211,1053,1443,1790
gene-LOC109638983|LOC109638983,3826,3543,2540,2763,2344,2428,2119,1366
gene-LOC109638989|LOC109638989,43,49,96,27,15,29,0,0
gene-hsf4|hsf4,16,11,21,0,10,9,10,5
gene-cbfb|cbfb,41,51,148,22,58,49,85,117
gene-cunh16orf70|cunh16orf70,1456,954,1104,609,1029,1246,1566,1495
gene-setd6|setd6,205,198,142,81,206,200,224,211
gene-cnot1|cnot1,2397,2116,2840,1643,2607,2425,2509,2945
gene-LOC109638917|LOC109638917,147,126,166,127,97,142,190,229
gene-LOC109638999|LOC109638999,32,31,25,0,27,21,35,20
gene-LOC109639002|LOC109639002,14,13,21,0,10,19,15,12
gene-LOC109639048|LOC109639048,133,104,413,186,185,153,212,644
gene-LOC109639047|LOC109639047,119,78,115,63,113,109,93,86
gene-cenpl|cenpl,0,0,0,0,7,0,7,5
gene-cask|cask,111,88,119,69,84,84,108,82
gene-LOC109639034|LOC109639034,16,28,11,12,13,30,38,11
gene-arhgap1|arhgap1,1566,1174,1805,880,1590,1154,1588,1911
gene-arl6ip6|arl6ip6,186,157,210,215,180,187,297,555
gene-slc19a2|slc19a2,174,126,186,105,203,110,131,119
gene-atg3|atg3,585,521,1083,417,755,544,824,849
gene-cars2|cars2,226,181,262,236,221,179,211,322
gene-ddrgk1|ddrgk1,268,244,479,335,395,195,324,666
gene-LOC109639041|LOC109639041,24,22,44,192,16,20,29,26
gene-LOC109639031|LOC109639031,311,288,514,185,351,270,346,530
gene-ddx4|ddx4,0,0,0,0,0,0,0,0
gene-ccdc14|ccdc14,11,0,28,7,14,14,16,21
gene-LOC109639043|LOC109639043,25,17,46,39,31,22,34,61
gene-hsf2bp|hsf2bp,0,0,0,0,0,0,0,0
gene-dgkz|dgkz,295,307,369,230,327,371,436,443
gene-LOC109639005|LOC109639005,0,0,0,0,0,0,0,0
gene-LOC109638997|LOC109638997,10,5,7,4,4,10,12,5
gene-s100b|s100b,0,0,0,0,0,0,0,0
gene-LOC109639003|LOC109639003,20,25,13,10,16,25,36,21
gene-aox1|aox1,1369,1261,1107,727,758,1203,1720,1362
gene-LOC109639018|LOC109639018,13503,10756,9950,10205,13109,12354,13576,13240
gene-LOC109639020|LOC109639020,169,98,101,70,172,79,35,47
gene-LOC109639006|LOC109639006,90,125,131,58,54,115,142,170
gene-LOC109639023|LOC109639023,0,0,0,0,0,0,0,0
gene-LOC109639021|LOC109639021,0,0,0,0,0,0,6,9
gene-LOC109639025|LOC109639025,0,0,0,0,0,0,0,0
gene-LOC109639024|LOC109639024,0,0,0,0,0,0,0,0
gene-kynu|kynu,2789,2503,2156,1369,2454,2181,1696,1933
gene-LOC109639012|LOC109639012,89,84,80,72,59,108,76,157
gene-zeb2|zeb2,563,411,313,261,574,599,406,413
gene-acvr2a|acvr2a,740,600,604,490,751,576,845,1206
gene-orc4|orc4,0,5,12,0,0,0,0,0
gene-mbd5|mbd5,88,96,131,142,77,139,151,207
gene-kif5c|kif5c,186,161,74,42,106,51,20,34
gene-LOC109639007|LOC109639007,0,0,0,0,0,0,0,0
gene-LOC109639013|LOC109639013,19,27,26,0,13,7,18,9
gene-LOC109639100|LOC109639100,511,531,686,399,594,531,838,1193
gene-LOC109639061|LOC109639061,5,18,9,16,14,5,0,7
gene-npr3|npr3,18,23,21,25,38,27,14,34
gene-sub1|sub1,772,499,669,309,672,428,332,188
gene-LOC109639077|LOC109639077,165,165,166,119,192,123,165,110
gene-zfr|zfr,695,552,531,367,702,412,575,866
gene-sh3glb2|sh3glb2,327,309,518,243,324,279,302,469
gene-LOC109639062|LOC109639062,0,0,0,0,0,0,3,0
gene-LOC109639063|LOC109639063,390,439,463,475,346,318,456,375
gene-ppp6c|ppp6c,396,284,462,249,397,290,474,606
gene-golga1|golga1,246,222,514,282,379,235,289,695
gene-rpl35|rpl35,32664,26641,33916,36379,23112,23886,27229,37976
gene-olfml2a|olfml2a,161,158,83,82,86,129,98,49
gene-nr6a1|nr6a1,14,19,7,21,4,13,10,23
gene-crb2|crb2,33,38,16,63,32,42,106,69
gene-LOC109639081|LOC109639081,313,225,281,193,230,357,298,385
gene-LOC109639079|LOC109639079,0,0,0,0,0,5,0,0
gene-LOC109639096|LOC109639096,0,4,0,0,3,0,0,0
gene-tubb4b|tubb4b,1523,1294,3194,3858,2383,1181,1522,2103
gene-LOC109639108|LOC109639108,210,147,130,268,149,117,83,60
gene-LOC109639107|LOC109639107,991,987,706,107,608,569,647,519
gene-fgf17|fgf17,0,0,0,0,0,0,0,0
gene-LOC109639085|LOC109639085,0,0,0,0,0,0,0,0
gene-LOC109639065|LOC109639065,0,0,0,0,0,0,0,0
gene-fkbp15|fkbp15,275,308,748,204,407,334,556,536
gene-LOC109639070|LOC109639070,54,97,41,25,61,70,36,55
gene-nelfb|nelfb,135,111,126,42,121,102,111,166
gene-LOC109639086|LOC109639086,5,5,28,16,41,8,13,24
gene-LOC109639111|LOC109639111,28,37,48,37,39,19,46,37
gene-LOC109639092|LOC109639092,355,298,396,190,276,285,288,308
gene-LOC109639091|LOC109639091,9,0,0,0,9,9,0,26
gene-LOC109639066|LOC109639066,18,23,22,17,3,36,42,26
gene-man1b1|man1b1,1531,1657,1778,1092,1335,1735,1808,1342
gene-dpp7|dpp7,3923,5042,4113,3651,5787,6198,7251,6286
gene-LOC109639058|LOC109639058,6,0,0,0,4,0,0,0
gene-LOC109639084|LOC109639084,0,0,0,0,0,0,0,0
gene-fam129b|fam129b,107,103,262,195,192,100,131,175
gene-LOC109639087|LOC109639087,125040,105460,85632,129206,101560,89967,94562,97517
gene-LOC109639090|LOC109639090,29634,23897,21951,23451,28917,22088,25720,26256
gene-cunh9orf142|cunh9orf142,129,67,173,122,182,113,142,118
gene-abca2|abca2,372,568,368,401,388,370,421,281
gene-fut7|fut7,0,5,0,0,5,0,3,6
gene-npdc1|npdc1,0,4,0,0,7,0,8,3
gene-LOC109639103|LOC109639103,25,29,64,42,32,35,28,221
gene-ppm1f|ppm1f,135,143,164,44,173,97,143,156
gene-top3b|top3b,216,170,199,80,240,188,213,257
gene-LOC109639118|LOC109639118,12,26,23,28,21,12,28,22
gene-LOC109639128|LOC109639128,0,0,0,0,0,0,0,0
gene-dpm3|dpm3,1213,851,1020,520,1166,897,816,1133
gene-LOC109639179|LOC109639179,902,1133,782,1093,1094,957,1040,1141
gene-LOC109639150|LOC109639150,20,8,16,11,31,24,26,25
gene-LOC109639129|LOC109639129,704,498,966,654,624,573,592,841
gene-LOC109639149|LOC109639149,0,0,0,0,0,0,0,0
gene-LOC109639151|LOC109639151,0,0,0,0,0,0,3,0
gene-eomes|eomes,16,0,9,0,7,0,0,0
gene-LOC109639173|LOC109639173,0,0,0,0,0,0,0,0
gene-LOC109639147|LOC109639147,0,0,0,7,0,0,0,0
gene-LOC109639158|LOC109639158,1472,1087,822,604,1365,1242,1050,822
gene-lrrc71|lrrc71,0,0,4,7,0,0,0,0
gene-LOC109639160|LOC109639160,0,19,0,8,0,5,0,14
gene-LOC109639136|LOC109639136,16,13,30,47,11,15,21,32
gene-LOC109639115|LOC109639115,0,0,0,0,0,0,0,0
gene-LOC109639116|LOC109639116,772,521,814,501,879,549,1229,2080
gene-LOC109639156|LOC109639156,123,116,194,73,166,99,99,161
gene-LOC109639174|LOC109639174,30145,23479,29197,33920,26410,22848,27419,30898
gene-scamp3|scamp3,401,375,712,363,400,365,414,329
gene-mrps21|mrps21,154,124,252,84,216,152,190,322
gene-ciart|ciart,334,437,499,978,151,141,272,1201
gene-LOC109639159|LOC109639159,207,90,190,73,174,136,204,246
gene-LOC109639172|LOC109639172,5970,5243,7306,3868,8293,4956,6370,9877
gene-LOC109639135|LOC109639135,209,140,97,49,164,158,166,260
gene-clk2|clk2,405,356,356,165,289,312,316,241
gene-dnajc8|dnajc8,226,249,331,214,335,217,316,321
gene-hnrnpr|hnrnpr,839,806,839,486,681,771,787,1212
gene-atpif1|atpif1,1894,1574,1608,1745,1419,1485,1634,2083
gene-LOC109639145|LOC109639145,33,23,36,7,40,39,31,44
gene-LOC109639132|LOC109639132,63,94,118,37,63,67,87,89
gene-stt3b|stt3b,524,536,1228,764,816,963,1280,2318
gene-osbpl10|osbpl10,1863,1509,1543,815,1433,1137,1202,941
gene-tmem42|tmem42,34,29,31,28,22,26,28,6
gene-LOC109639163|LOC109639163,303,369,595,217,331,251,483,526
gene-exosc7|exosc7,87,63,118,62,139,65,78,126
gene-LOC109639153|LOC109639153,248,359,0,455,377,0,358,190
gene-LOC109639175|LOC109639175,0,0,0,0,0,0,12,0
gene-trnak-cuu-9|trnak-cuu,0,0,0,0,0,0,1,0
gene-nrm|nrm,58,75,118,78,50,49,93,142
gene-ppp1r18|ppp1r18,18,20,81,73,37,22,41,54
gene-LOC109639126|LOC109639126,421,434,376,283,384,424,525,395
gene-LOC109639177|LOC109639177,281,317,357,158,336,307,299,494
gene-LOC109639152|LOC109639152,0,0,0,0,0,0,0,0
gene-LOC109639122|LOC109639122,0,0,0,0,0,0,0,0
gene-LOC109639166|LOC109639166,759,709,1109,715,682,642,841,1343
gene-rps5|rps5,29467,25191,28426,31420,25846,22111,29738,29591
gene-LOC109639167|LOC109639167,24,55,46,44,51,32,50,62
gene-LOC109639171|LOC109639171,197,185,494,308,180,224,351,618
gene-LOC109639170|LOC109639170,139,141,373,214,170,128,257,508
gene-LOC109639121|LOC109639121,5,0,21,0,0,0,10,6
gene-LOC109639117|LOC109639117,48,18,24,10,8,8,32,31
gene-LOC109639155|LOC109639155,2146,1920,1772,877,2277,2075,1846,1879
gene-LOC109639181|LOC109639181,209,191,276,158,225,206,178,355
gene-LOC109639140|LOC109639140,255,215,307,195,254,202,265,291
gene-nelfe|nelfe,399,320,303,128,387,315,332,409
gene-ehmt2|ehmt2,242,150,247,84,174,174,198,168
gene-slc44a4|slc44a4,53,35,11,34,10,20,14,6
