gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109633196|LOC109633196,15,21,24,14,19
gene-wdr49|wdr49,0,6,5,0,0
gene-timmdc1|timmdc1,213,162,269,131,199
gene-LOC109634559|LOC109634559,47,51,41,57,51
gene-LOC109634398|LOC109634398,875,710,792,552,833
gene-serpini1|serpini1,63,57,54,46,47
gene-LOC109634421|LOC109634421,15,25,0,5,29
gene-golim4|golim4,663,659,1027,1024,930
gene-pqlc2l|pqlc2l,21,22,7,5,38
gene-veph1|veph1,0,8,12,0,7
gene-ptx3|ptx3,15,14,190,16,153
gene-ccnl1|ccnl1,1578,1211,2794,1365,1298
gene-tiparp|tiparp,335,241,303,252,303
gene-ssr3|ssr3,9548,8229,11971,9828,12185
gene-kcnab1|kcnab1,11,24,17,0,10
gene-LOC109634423|LOC109634423,131,97,204,103,110
gene-tubd1|tubd1,29,21,137,28,33
gene-LOC109634617|LOC109634617,1984,1625,3690,1480,3147
gene-LOC109634597|LOC109634597,129,118,350,183,148
gene-atm|atm,196,301,421,166,233
gene-LOC109634589|LOC109634589,0,0,0,14,17
gene-LOC109634601|LOC109634601,600,593,1560,1019,656
gene-LOC109634638|LOC109634638,0,0,0,0,0
gene-LOC109634459|LOC109634459,10,27,17,36,10
gene-LOC109634413|LOC109634413,2098,2062,2080,1271,2090
gene-LOC109634532|LOC109634532,194,127,67,102,90
gene-LOC109634534|LOC109634534,191,175,105,117,164
gene-LOC109634535|LOC109634535,1227,971,1098,874,1000
gene-LOC109634531|LOC109634531,503,504,553,709,461
gene-mipep|mipep,111,93,476,148,233
gene-tnfrsf19|tnfrsf19,190,129,200,123,147
gene-sacs|sacs,10,12,28,14,28
gene-sgcg|sgcg,20,4,12,27,20
gene-rps25|rps25,32245,27547,31207,36715,27827
gene-trappc4|trappc4,250,208,442,237,327
gene-slc37a4|slc37a4,1923,1831,1862,1136,2468
gene-cfap45|cfap45,34,21,33,0,14
gene-LOC109634499|LOC109634499,299,225,270,572,260
gene-vasp|vasp,565,504,558,331,555
gene-snrpd2|snrpd2,259,196,383,110,312
gene-LOC109634468|LOC109634468,93,59,72,20,78
gene-polr2i|polr2i,26,23,18,20,52
gene-LOC109634470|LOC109634470,22,24,93,29,110
gene-gramd1b|gramd1b,13,7,15,19,14
gene-clmp|clmp,82,77,277,69,96
gene-rbm7|rbm7,326,239,277,193,239
gene-kirrel3|kirrel3,490,527,377,337,299
gene-ets1|ets1,408,320,866,440,380
gene-fli1|fli1,1091,765,770,177,978
gene-st3gal4|st3gal4,4653,4496,7885,3297,6612
gene-tirap|tirap,0,5,16,0,17
gene-srpra|srpra,1302,1370,3363,1611,2211
gene-fam118b|fam118b,139,117,231,73,245
gene-ilvbl|ilvbl,475,419,857,411,890
gene-LOC109634473|LOC109634473,0,0,0,0,0
gene-LOC109634635|LOC109634635,397,430,459,329,277
gene-LOC109634404|LOC109634404,0,0,0,0,3
gene-tbrg1|tbrg1,545,422,479,195,424
gene-siae|siae,15270,20109,14325,12418,13565
gene-LOC109634382|LOC109634382,21,44,117,29,12
gene-LOC109634449|LOC109634449,0,0,25,0,0
gene-tsku|tsku,8816,9069,8074,4141,7871
gene-LOC109634645|LOC109634645,540,597,743,529,532
gene-LOC109634427|LOC109634427,441,325,915,297,878
gene-LOC109634627|LOC109634627,0,0,10,0,0
gene-LOC109634609|LOC109634609,662,469,664,330,503
gene-LOC109634602|LOC109634602,833,761,886,391,804
gene-dhx40|dhx40,69,82,103,15,90
gene-LOC109634491|LOC109634491,0,6,0,0,9
gene-LOC109634428|LOC109634428,0,0,0,0,0
gene-LOC109634486|LOC109634486,39,15,100,24,14
gene-LOC109634460|LOC109634460,42,34,198,39,154
gene-hspa13|hspa13,315,379,942,1029,494
gene-gdpd5|gdpd5,160,172,232,278,204
gene-LOC109634651|LOC109634651,135,292,3418,4327,260
gene-LOC109634490|LOC109634490,21,4,6,0,0
gene-LOC109634430|LOC109634430,4435,3770,9713,3024,9524
gene-rap1gap2|rap1gap2,1284,1018,591,439,926
gene-LOC109634640|LOC109634640,30,33,251,56,145
gene-blmh|blmh,148,122,362,78,272
gene-slc6a4|slc6a4,580,893,725,310,886
gene-git1|git1,261,251,258,158,191
gene-tp53i13|tp53i13,204,176,164,74,193
gene-LOC109634563|LOC109634563,30,49,492,41,261
gene-LOC109634565|LOC109634565,3,10,48,8,19
gene-LOC109634463|LOC109634463,7,0,42,0,0
gene-lsamp|lsamp,0,5,13,0,0
gene-gap43|gap43,0,3,8,12,3
gene-mpzl3|mpzl3,372,298,321,281,368
gene-mpzl2|mpzl2,83,118,86,18,91
gene-cd3e|cd3e,10,14,15,0,13
gene-LOC109634482|LOC109634482,8,23,17,12,22
gene-tmem25|tmem25,0,0,0,7,0
gene-sik3|sik3,668,568,590,472,517
gene-sidt2|sidt2,756,923,2446,1231,1238
gene-cep164|cep164,231,254,394,208,285
gene-apoa4|apoa4,2518287,2252216,2220119,1708309,1910343
gene-LOC109634648|LOC109634648,11,4,0,34,6
gene-LOC109634649|LOC109634649,42,37,30,59,60
gene-bace1|bace1,811,1042,1154,655,1083
gene-pcsk7|pcsk7,824,1299,1039,1748,898
gene-tagln|tagln,426,605,760,1016,677
gene-LOC109634485|LOC109634485,0,0,0,5,0
gene-LOC109634434|LOC109634434,31,37,10,8,36
gene-LOC109634435|LOC109634435,114,206,88,43,213
gene-LOC109634608|LOC109634608,40445,50900,41233,37052,32393
gene-dpf1|dpf1,175,131,126,176,116
gene-LOC109634629|LOC109634629,1527,1438,1441,1044,1062
gene-LOC109634623|LOC109634623,31,10,19,5,26
gene-LOC109634659|LOC109634659,181,132,352,102,184
gene-fbxo46|fbxo46,532,458,450,478,407
gene-LOC109634544|LOC109634544,55,82,116,61,97
gene-sars2|sars2,50,60,103,81,81
gene-LOC109634402|LOC109634402,0,16,19,0,8
gene-LOC109634401|LOC109634401,4,0,7,5,0
gene-LOC109634461|LOC109634461,324,211,289,173,359
gene-LOC109634510|LOC109634510,2064,1677,3401,1628,2604
gene-gltscr2|gltscr2,2241,2026,1930,1752,2132
gene-atp5sl|atp5sl,66,41,101,42,69
gene-sirt2|sirt2,913,757,874,494,791
gene-LOC109634467|LOC109634467,35,44,76,19,65
gene-LOC109634403|LOC109634403,19,32,19,17,24
gene-cab39|cab39,711,554,545,275,658
gene-LOC109634366|LOC109634366,0,0,0,0,0
gene-LOC109634507|LOC109634507,206,147,275,137,343
gene-pik3cb|pik3cb,663,616,735,484,753
gene-foxl2|foxl2,2,0,3,0,0
gene-mrps22|mrps22,180,186,178,129,153
gene-copb2|copb2,725,643,2039,876,1704
gene-LOC109634450|LOC109634450,12,7,24,0,14
gene-rbp2|rbp2,1163,951,990,835,620
gene-clstn2|clstn2,0,0,0,5,6
gene-spsb4|spsb4,192,147,205,117,198
gene-LOC109634594|LOC109634594,608,642,1004,624,770
gene-pxylp1|pxylp1,109,105,136,91,149
gene-LOC109634440|LOC109634440,58,90,52,69,65
gene-LOC109634658|LOC109634658,0,0,0,0,0
gene-pax3|pax3,4,0,0,0,0
gene-sgpp2|sgpp2,0,8,10,6,5
gene-farsb|farsb,5811,3889,4034,3896,5588
gene-acsl3|acsl3,181,165,208,224,292
gene-wdfy1|wdfy1,683,638,813,478,468
gene-serpine2|serpine2,139,171,119,153,165
gene-prss16|prss16,666,733,918,765,645
gene-psmd2|psmd2,1582,1061,2066,699,2085
gene-LOC109634539|LOC109634539,1077,1001,1302,752,1024
gene-clcn2|clcn2,235,173,143,143,145
gene-LOC109634443|LOC109634443,49,62,265,59,156
gene-ecel1|ecel1,0,13,6,6,9
gene-xaf1|xaf1,23,38,77,14,38
gene-inpp5k|inpp5k,446,458,828,467,379
gene-LOC109634367|LOC109634367,10,10,12,19,8
gene-LOC109634506|LOC109634506,1048,1393,445,367,428
gene-myo1c|myo1c,1457,1394,1464,789,1461
gene-ywhae|ywhae,2171,1644,2148,1590,2041
gene-LOC109634556|LOC109634556,917,798,892,684,740
gene-LOC109634381|LOC109634381,234,196,203,163,146
gene-lrrc75a|lrrc75a,136,121,74,50,97
gene-poldip2|poldip2,4162,3331,3749,2555,3949
gene-tmem199|tmem199,102,107,161,95,128
gene-LOC109634368|LOC109634368,2,5,0,12,5
gene-LOC109634503|LOC109634503,321,365,313,270,354
gene-gemin4|gemin4,149,117,147,94,216
gene-fam57a|fam57a,142,129,135,109,106
gene-LOC109634502|LOC109634502,573,397,475,817,288
gene-LOC109634514|LOC109634514,684,738,597,322,348
gene-LOC109634513|LOC109634513,373831,522898,433263,355855,718999
gene-ubash3b|ubash3b,559,635,512,264,595
gene-LOC109634446|LOC109634446,1385,1257,1077,1131,923
gene-usf1|usf1,392,342,361,257,376
gene-hmbs|hmbs,125,117,310,95,290
gene-arcn1|arcn1,950,772,1884,897,1311
gene-phldb1|phldb1,98,125,138,106,132
gene-LOC109634497|LOC109634497,165869,175552,137701,113404,126071
gene-LOC109634380|LOC109634380,358,307,820,219,346
gene-pou2af1|pou2af1,5,19,10,0,0
gene-LOC109634472|LOC109634472,5,4,0,3,5
gene-cunh11orf53|cunh11orf53,0,5,0,0,5
gene-LOC109634716|LOC109634716,0,0,0,0,0
gene-LOC109634704|LOC109634704,5,6,31,7,21
gene-dctn1|dctn1,625,557,991,471,904
gene-LOC109634772|LOC109634772,48,28,38,28,14
gene-LOC109634893|LOC109634893,0,0,0,0,0
gene-LOC109634895|LOC109634895,0,0,0,0,0
gene-LOC109634894|LOC109634894,3,0,3,0,5
gene-LOC109634891|LOC109634891,0,0,0,0,0
gene-LOC109634711|LOC109634711,24,16,0,0,15
gene-LOC109634710|LOC109634710,0,0,3,0,0
gene-trnaa-ugc-5|trnaa-ugc,0,0,0,0,0
gene-trnaa-cgc-4|trnaa-cgc,0,0,0,0,0
gene-trnaa-cgc-5|trnaa-cgc,0,0,0,0,0
gene-trnaa-ugc-6|trnaa-ugc,0,0,0,0,0
gene-trnaa-cgc-6|trnaa-cgc,0,0,0,0,0
gene-LOC109634946|LOC109634946,63,96,66,23,135
gene-LOC109634692|LOC109634692,121,88,160,86,154
gene-nagk|nagk,472,344,692,374,544
gene-paip2b|paip2b,5877,4283,5629,3090,5504
gene-LOC109634717|LOC109634717,33,24,56,13,39
gene-cct7|cct7,7068,5388,6331,6937,7508
gene-LOC109634679|LOC109634679,10,16,20,13,26
gene-mark2|mark2,126,133,151,159,115
gene-rcor2|rcor2,17,0,0,9,5
gene-naa40|naa40,271,336,498,226,420
gene-LOC109634839|LOC109634839,13,11,55,6,22
gene-LOC109634838|LOC109634838,59,43,161,33,77
gene-LOC109634713|LOC109634713,2100,1671,2311,3345,1222
gene-arl2|arl2,352,278,448,277,335
gene-dnai2|dnai2,0,0,0,0,0
gene-batf2|batf2,0,12,36,10,19
gene-ppp2r5b|ppp2r5b,6,0,0,0,0
gene-LOC109634774|LOC109634774,29,29,75,25,32
gene-majin|majin,5,0,0,0,0
gene-bad|bad,1196,747,1060,517,1053
gene-LOC109634872|LOC109634872,35,22,180,49,69
gene-LOC109634719|LOC109634719,1058,1057,993,1460,825
gene-trnal-aag-4|trnal-aag,0,0,0,0,0
gene-snx15|snx15,120,93,109,38,96
gene-LOC109634720|LOC109634720,197,112,90,92,183
gene-trnas-gcu-5|trnas-gcu,0,0,0,0,0
gene-tmem179b|tmem179b,2088,2090,2688,2138,2321
gene-zdhhc21|zdhhc21,15,7,5,8,15
gene-brms1|brms1,243,216,230,188,256
gene-ppp1r14b|ppp1r14b,332,262,504,196,322
gene-nfib|nfib,331,246,224,106,246
gene-LOC109634878|LOC109634878,0,0,0,0,0
gene-LOC109634721|LOC109634721,3,0,0,0,0
gene-ppp3ca|ppp3ca,348,323,230,221,343
gene-LOC109634707|LOC109634707,1115,1197,1102,545,1018
gene-LOC109634691|LOC109634691,914,731,1026,2023,579
gene-spag17|spag17,450,560,384,378,359
gene-trnam-cau-13|trnam-cau,0,0,0,0,0
gene-LOC109634938|LOC109634938,69,59,60,41,52
gene-LOC109634837|LOC109634837,0,0,0,0,0
gene-pc|pc,8136,8202,9256,6290,8641
gene-LOC109634787|LOC109634787,43,22,73,8,30
gene-slc3a2|slc3a2,432,664,1011,884,588
gene-plaa|plaa,210,113,252,130,250
gene-haus6|haus6,29,19,57,15,49
gene-LOC109634815|LOC109634815,10,10,23,14,19
gene-dennd4c|dennd4c,3481,3171,4648,2137,5717
gene-LOC109634814|LOC109634814,4,0,13,0,0
gene-plin2|plin2,4157,3506,6729,8806,5033
gene-adamtsl1|adamtsl1,163,181,172,266,240
gene-LOC109634799|LOC109634799,0,5,11,32,5
gene-larp7|larp7,138,115,128,77,173
gene-col25a1|col25a1,0,0,0,0,0
gene-etnppl|etnppl,2838,2981,2566,2305,1636
gene-ostc|ostc,4133,3510,8022,3988,6384
gene-LOC109634805|LOC109634805,22,22,12,7,0
gene-slc24a2|slc24a2,0,2,0,0,0
gene-rpl34|rpl34,27834,23142,24035,29354,23587
gene-LOC109634722|LOC109634722,97,55,105,36,142
gene-LOC109634689|LOC109634689,164,123,277,233,151
gene-LOC109634901|LOC109634901,358,263,333,253,346
gene-ppargc1a|ppargc1a,119,91,61,121,70
gene-LOC109634777|LOC109634777,50,24,39,0,30
gene-adgra3|adgra3,403,474,751,378,702
gene-LOC109634825|LOC109634825,0,0,1,0,0
gene-LOC109634824|LOC109634824,1,2,2,0,2
gene-LOC109634822|LOC109634822,229,211,188,154,154
gene-sec24d|sec24d,1445,1418,3402,1521,2588
gene-LOC109634820|LOC109634820,120,151,147,59,140
gene-LOC109634705|LOC109634705,14,0,14,9,15
gene-LOC109634723|LOC109634723,191,107,131,50,136
gene-LOC109634865|LOC109634865,0,0,0,0,0
gene-ptprd|ptprd,558,820,756,573,511
gene-LOC109634864|LOC109634864,0,0,0,0,0
gene-lurap1l|lurap1l,131,349,407,3351,111
gene-mpdz|mpdz,1248,1134,974,784,1050
gene-LOC109634898|LOC109634898,0,0,0,0,0
gene-LOC109634912|LOC109634912,183,199,487,223,208
gene-LOC109634879|LOC109634879,752,795,672,388,521
gene-caap1|caap1,59,61,46,20,58
gene-elavl2|elavl2,17,10,20,8,8
gene-LOC109634699|LOC109634699,114,101,70,69,104
gene-dmrta1|dmrta1,0,0,0,0,0
gene-LOC109634712|LOC109634712,0,12,39,0,5
gene-LOC109634909|LOC109634909,672,718,441,460,716
gene-LOC109634952|LOC109634952,956,735,1527,662,1158
gene-mfsd8|mfsd8,2068,2233,1994,1528,1586
gene-LOC109634868|LOC109634868,401,394,331,292,436
gene-LOC109634866|LOC109634866,237,192,247,134,177
gene-LOC109634959|LOC109634959,108,78,141,57,88
gene-LOC109634725|LOC109634725,0,19,20,43,15
gene-msantd1|msantd1,0,0,9,52,0
gene-LOC109634875|LOC109634875,12,8,24,730,14
gene-LOC109634781|LOC109634781,40,47,17,54,43
gene-LOC109634703|LOC109634703,63,166,103,99,45
gene-LOC109634795|LOC109634795,5,5,14,9,6
gene-trmt44|trmt44,123,104,145,64,138
gene-tnk1|tnk1,800,804,543,355,499
gene-LOC109634871|LOC109634871,1178,1297,1590,810,1359
gene-LOC109634770|LOC109634770,83,97,133,192,65
gene-ctdnep1|ctdnep1,119,101,251,162,133
gene-gabarap|gabarap,5698,4580,6774,3824,5389
gene-gps2|gps2,260,220,173,137,263
gene-eif5a|eif5a,275,312,421,411,353
gene-ybx2|ybx2,4683,4421,5593,4905,4237
gene-slc2a4|slc2a4,1134,900,1250,1335,980
gene-LOC109634900|LOC109634900,1319,1143,1353,676,1329
gene-LOC109634899|LOC109634899,22,18,5,5,31
gene-LOC109634808|LOC109634808,0,8,11,0,19
gene-capg|capg,110,95,268,62,267
gene-polr2a|polr2a,1067,930,1616,1677,1105
gene-LOC109634916|LOC109634916,28,25,21,18,0
gene-LOC109634727|LOC109634727,2254,1693,1608,1105,2014
gene-LOC109634880|LOC109634880,814,441,714,753,488
gene-LOC109634789|LOC109634789,0,0,0,5,0
gene-LOC109634790|LOC109634790,27,87,828,2494,20
gene-dvl2|dvl2,322,227,242,174,262
gene-acadvl|acadvl,4173,3824,4210,2508,3940
gene-LOC109634786|LOC109634786,21,23,28,28,18
gene-LOC109634792|LOC109634792,1627,1691,1423,901,1440
gene-LOC109634684|LOC109634684,127,151,307,91,207
gene-LOC109634715|LOC109634715,8,13,2,0,6
gene-LOC109634728|LOC109634728,37,31,48,41,70
gene-LOC109634833|LOC109634833,3103,4020,2301,2155,1823
gene-rell1|rell1,75,87,62,44,49
gene-LOC109634932|LOC109634932,5,0,0,0,0
gene-LOC109634930|LOC109634930,983,761,709,1046,820
gene-nwd2|nwd2,5,3,6,5,3
gene-LOC109634929|LOC109634929,15,0,0,0,0
gene-LOC109634931|LOC109634931,0,0,0,0,0
gene-arap2|arap2,30,45,51,17,40
gene-LOC109634681|LOC109634681,10,19,9,23,9
gene-LOC109634785|LOC109634785,0,0,0,0,3
gene-stim2|stim2,266,244,392,298,279
gene-tbc1d19|tbc1d19,54,49,27,26,34
gene-LOC109634884|LOC109634884,22,12,13,6,10
gene-rbpj|rbpj,163,135,140,179,120
gene-cckar|cckar,4548,4206,2565,3359,5553
gene-man2b2|man2b2,332,337,376,256,270
gene-LOC109634854|LOC109634854,0,0,0,0,0
gene-LOC109634855|LOC109634855,40,27,83,108,111
gene-LOC109634856|LOC109634856,9,14,34,30,33
gene-LOC109634857|LOC109634857,638,537,868,401,678
gene-naa38|naa38,141,109,232,148,119
gene-LOC109634903|LOC109634903,300,315,2301,1386,569
gene-cldn15|cldn15,636,823,800,956,680
gene-fis1|fis1,816,689,1424,954,1016
gene-tm4sf5|tm4sf5,6173,6731,5718,5514,4526
gene-mettl3|mettl3,542,399,644,563,493
gene-ccnb1ip1|ccnb1ip1,0,0,0,0,0
gene-ttc5|ttc5,50,39,65,31,59
gene-slc7a7|slc7a7,22,30,134,39,53
gene-oxa1l|oxa1l,1535,1215,1197,1154,1189
gene-LOC109634809|LOC109634809,0,0,9,0,0
gene-LOC109634730|LOC109634730,7,9,27,0,28
gene-LOC109634797|LOC109634797,7,5,18,0,11
gene-LOC109634706|LOC109634706,144,133,166,74,96
gene-trnan-guu-8|trnan-guu,0,0,0,0,0
gene-trnan-guu-9|trnan-guu,0,0,0,0,0
gene-LOC109634793|LOC109634793,0,0,10,18,0
gene-LOC109634778|LOC109634778,22,25,141,0,32
gene-LOC109634798|LOC109634798,12,11,24,6,14
gene-lrp10|lrp10,709,668,843,545,694
gene-LOC109634847|LOC109634847,179,183,384,136,230
gene-LOC109634849|LOC109634849,412,342,518,345,376
gene-LOC109634848|LOC109634848,132,68,133,69,122
gene-cideb|cideb,5817,4936,4871,4009,5985
gene-LOC109634670|LOC109634670,2640,2709,2410,1499,1782
gene-LOC109634827|LOC109634827,478,373,608,353,637
gene-LOC109634828|LOC109634828,130,80,161,28,138
gene-LOC109634826|LOC109634826,23,31,30,22,33
gene-svep1|svep1,51,74,40,37,61
gene-LOC109634732|LOC109634732,44,57,62,50,32
gene-txn|txn,1377,1108,2284,1800,1552
gene-haus3|haus3,53,33,35,19,44
gene-ptgr1|ptgr1,176,197,225,187,150
gene-tesk1|tesk1,117,59,139,49,95
gene-pik3c3|pik3c3,837,599,703,450,723
gene-rgp1|rgp1,260,139,306,94,192
gene-gba2|gba2,111,95,243,64,190
gene-msmp|msmp,9,14,11,6,14
gene-cunh20orf27|cunh20orf27,217,280,314,168,299
gene-trnag-gcc-2|trnag-gcc,0,0,0,0,0
gene-LOC109634678|LOC109634678,23,11,17,0,5
gene-LOC109634735|LOC109634735,73,57,75,74,119
gene-f13a1|f13a1,75,61,46,46,128
gene-LOC109634668|LOC109634668,14,34,62,29,48
gene-LOC109634687|LOC109634687,26,27,50,12,17
gene-trmt10b|trmt10b,133,160,191,133,179
gene-intu|intu,64,63,92,49,72
gene-aadat|aadat,143,212,294,177,287
gene-ino80b|ino80b,412,385,553,391,380
gene-mfap3l|mfap3l,1779,1528,1617,991,1967
gene-LOC109634802|LOC109634802,201,209,424,287,425
gene-fga|fga,305172,337288,387299,254368,419021
gene-LOC109634736|LOC109634736,5,17,38,17,10
gene-LOC109634764|LOC109634764,0,0,0,0,0
gene-LOC109634754|LOC109634754,8,0,0,0,0
gene-LOC109634762|LOC109634762,78,90,118,55,100
gene-LOC109634751|LOC109634751,190,125,152,60,133
gene-LOC109634738|LOC109634738,117,51,240,112,103
gene-cfi|cfi,23257,29527,32862,23311,32599
gene-LOC109634740|LOC109634740,43,33,55,35,70
gene-LOC109634760|LOC109634760,43,89,147,98,79
gene-LOC109634742|LOC109634742,75,60,0,31,49
gene-LOC109634752|LOC109634752,15,10,7,0,16
gene-LOC109634743|LOC109634743,18,10,18,10,8
gene-LOC109634791|LOC109634791,7,0,0,0,0
gene-LOC109634702|LOC109634702,172,114,139,52,152
gene-LOC109634773|LOC109634773,333,225,426,355,492
gene-LOC109634746|LOC109634746,0,0,0,0,0
gene-slc10a7|slc10a7,605,600,1119,561,882
gene-ttc29|ttc29,41,34,39,15,42
gene-LOC109634796|LOC109634796,31,13,42,48,45
gene-LOC109634747|LOC109634747,16,15,25,21,11
gene-LOC109634806|LOC109634806,557,485,541,475,477
gene-LOC109634748|LOC109634748,155,129,177,125,197
gene-LOC109634807|LOC109634807,161,173,230,156,174
gene-LOC109634749|LOC109634749,34,23,68,8,32
gene-LOC109634750|LOC109634750,332,162,413,67,283
gene-LOC109634804|LOC109634804,0,0,0,0,0
gene-LOC109634944|LOC109634944,0,0,0,0,0
gene-LOC109634943|LOC109634943,234,192,204,14,162
gene-LOC109635032|LOC109635032,5,11,26,5,28
gene-LOC109635106|LOC109635106,63,96,61,57,39
gene-LOC109635261|LOC109635261,3515,3281,3471,3362,3762
gene-LOC109635081|LOC109635081,18592,20219,21013,19992,13886
gene-LOC109634981|LOC109634981,1416,1603,1447,1227,993
gene-LOC109635118|LOC109635118,906,937,1326,779,1279
gene-lrp1|lrp1,3838,5298,7463,4686,8100
gene-LOC109635119|LOC109635119,0,0,0,0,0
gene-LOC109635183|LOC109635183,591,1000,654,704,421
gene-LOC109635182|LOC109635182,135,69,129,80,131
gene-faim2|faim2,7,11,15,116,0
gene-mfsd5|mfsd5,200,173,275,43,273
gene-LOC109635188|LOC109635188,510,210,114,62,117
gene-rarg|rarg,237,340,367,108,223
gene-LOC109635313|LOC109635313,1077,966,954,531,840
gene-LOC109635067|LOC109635067,5,0,0,0,26
gene-LOC109635063|LOC109635063,2,3,0,2,0
gene-hoxc9|hoxc9,0,0,0,0,0
gene-LOC109635033|LOC109635033,0,0,0,0,0
gene-hoxc6|hoxc6,0,0,0,0,3
gene-hoxc5|hoxc5,32,53,37,5,46
gene-hoxc4|hoxc4,21,5,7,4,0
gene-LOC109635076|LOC109635076,11,3,0,0,0
gene-LOC109635160|LOC109635160,57,22,18,8,23
gene-cbx5|cbx5,277,234,539,251,289
gene-LOC109635161|LOC109635161,2815,2379,2961,1400,2286
gene-copz1|copz1,313,270,817,494,413
gene-znf740|znf740,181,145,135,52,198
gene-csad|csad,253,175,379,189,277
gene-LOC109635307|LOC109635307,93,69,106,33,101
gene-LOC109635179|LOC109635179,12,5,3,12,10
gene-LOC109635178|LOC109635178,4133,3871,4983,2889,3683
gene-LOC109634998|LOC109634998,40,29,18,27,14
gene-fkbpl|fkbpl,131,55,100,19,133
gene-trnah-gug-4|trnah-gug,1,0,0,0,0
gene-ccdc115|ccdc115,160,127,229,101,181
gene-LOC109635006|LOC109635006,18,19,29,11,15
gene-apobec2|apobec2,0,0,0,0,0
gene-LOC109635300|LOC109635300,84,145,247,77,248
gene-LOC109635126|LOC109635126,80,74,109,94,145
gene-LOC109635034|LOC109635034,0,13,13,0,12
gene-LOC109635129|LOC109635129,0,0,0,0,0
gene-LOC109635130|LOC109635130,0,8,16,9,17
gene-LOC109635131|LOC109635131,90,74,179,44,63
gene-lad1|lad1,544,660,554,288,356
gene-LOC109635008|LOC109635008,8,8,41,0,22
gene-tnnt2|tnnt2,73,24,512,41,148
gene-pkp1|pkp1,99,132,176,124,206
gene-LOC109635222|LOC109635222,243,217,181,74,187
gene-lgr6|lgr6,8,5,0,0,0
gene-ube2t|ube2t,38,15,60,50,68
gene-LOC109635097|LOC109635097,101,89,72,68,112
gene-LOC109635099|LOC109635099,14,9,35,7,12
gene-LOC109635287|LOC109635287,25,16,13,4,7
gene-LOC109635098|LOC109635098,0,0,4,5,0
gene-LOC109635327|LOC109635327,967,1103,929,654,932
gene-LOC109635030|LOC109635030,0,0,8,4,6
gene-LOC109635085|LOC109635085,20,31,43,19,67
gene-LOC109635206|LOC109635206,0,0,4,0,0
gene-uba1|uba1,3149,2569,3228,1519,3555
gene-LOC109635208|LOC109635208,1538,1330,2175,997,1903
gene-LOC109635250|LOC109635250,847,968,1081,606,717
gene-lrrc23|lrrc23,16,8,19,12,5
gene-LOC109635235|LOC109635235,48231,42318,41141,26963,26194
gene-LOC109635108|LOC109635108,74,94,149,139,72
gene-bgn|bgn,241,248,374,174,345
gene-LOC109635009|LOC109635009,60,26,40,27,25
gene-LOC109635036|LOC109635036,14,22,13,0,14
gene-lrtm1|lrtm1,36,26,36,86,14
gene-LOC109635251|LOC109635251,21,40,47,12,25
gene-LOC109635252|LOC109635252,388,416,670,193,570
gene-LOC109635253|LOC109635253,784,587,718,336,711
gene-LOC109635218|LOC109635218,107,87,138,70,111
gene-LOC109635038|LOC109635038,12319,13045,10758,10725,10283
gene-LOC109635314|LOC109635314,0,0,8,0,0
gene-LOC109634992|LOC109634992,66,44,52,19,82
gene-LOC109635187|LOC109635187,3300,3235,2708,1566,2465
gene-LOC109635186|LOC109635186,17,11,8,5,0
gene-LOC109635101|LOC109635101,15,10,11,0,0
gene-LOC109635022|LOC109635022,33,31,25,47,22
gene-samhd1|samhd1,579,373,336,315,409
gene-LOC109635324|LOC109635324,36,33,45,17,51
gene-trnaa-ugc-7|trnaa-ugc,1,1,0,1,1
gene-tp53inp2|tp53inp2,1491,1476,1971,621,1210
gene-LOC109635265|LOC109635265,71,74,37,52,73
gene-ncoa6|ncoa6,854,799,1000,421,837
gene-plcg1|plcg1,177,151,162,97,108
gene-LOC109635039|LOC109635039,101,71,76,53,55
gene-LOC109635124|LOC109635124,391,311,502,349,417
gene-cunh20orf24|cunh20orf24,550,449,2392,1110,1221
gene-dhx35|dhx35,166,121,209,153,195
gene-LOC109635290|LOC109635290,1017,1307,1598,5188,752
gene-rnf114|rnf114,432,344,428,182,358
gene-slc9a8|slc9a8,631,712,1056,632,1034
gene-b4galt5|b4galt5,165,119,156,140,148
gene-emilin3|emilin3,43,41,20,7,35
gene-aar2|aar2,177,107,101,60,165
gene-prpf6|prpf6,438,501,858,1119,850
gene-znf512b|znf512b,107,104,71,34,97
gene-uckl1|uckl1,922,753,932,433,614
gene-zbtb46|zbtb46,12,6,24,18,22
gene-LOC109635279|LOC109635279,6,7,39,20,12
gene-LOC109635280|LOC109635280,9,7,8,8,10
gene-LOC109635193|LOC109635193,0,0,2,0,0
gene-LOC109635192|LOC109635192,2583,2255,1476,564,1534
gene-LOC109634994|LOC109634994,99,145,115,87,63
gene-lime1|lime1,29,23,16,8,21
gene-LOC109635216|LOC109635216,360,315,424,165,338
gene-slc17a9|slc17a9,244,249,1206,255,737
gene-gid8|gid8,631,435,520,339,492
gene-LOC109635170|LOC109635170,450,481,640,404,469
gene-LOC109635223|LOC109635223,983,1041,1030,563,1010
gene-LOC109635044|LOC109635044,155,159,59,42,43
gene-dcaf1|dcaf1,608,605,381,104,575
gene-LOC109635210|LOC109635210,1305,1033,1755,886,1376
gene-rpl32|rpl32,45618,32750,38723,48757,34922
gene-LOC109635305|LOC109635305,0,0,6,10,0
