gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109646872,62,36,44,19,51
gene-LOC109646873,43,24,51,37,62
gene-LOC109646874,52,48,69,34,56
gene-LOC109646875,2,0,0,0,0
gene-LOC109646877,8,15,24,11,14
gene-LOC109646878,15,18,12,14,12
gene-LOC109646879,8,1,7,6,4
gene-LOC109646880,1,0,2,1,2
gene-LOC109646881,48,93,59,42,71
gene-LOC109646882,0,0,0,0,0
gene-LOC109646883,26,28,28,20,30
gene-LOC109646884,0,0,0,0,0
gene-LOC109646885,43,32,73,118,52
gene-LOC109646886,47,48,91,27,63
gene-LOC109646887,0,0,0,0,0
gene-LOC109646888,47,59,62,58,54
gene-LOC109646889,10,12,8,4,9
gene-LOC109646890,14,8,22,6,13
gene-LOC109646891,9,4,2,13,1
gene-LOC109646892,4,4,0,0,2
gene-LOC109646893,0,0,0,0,0
gene-LOC109646894,0,0,0,0,0
gene-LOC109646895,25,46,49,10,67
gene-LOC109646896,0,0,1,0,0
gene-LOC109646897,204,147,289,183,235
gene-LOC109646898,72,92,184,97,113
gene-LOC109646899,296,212,253,247,278
gene-LOC109646900,150,110,200,66,215
gene-LOC109646901,10,5,9,6,9
gene-LOC109646902,294,232,358,155,355
gene-LOC109646903,51,44,61,23,54
gene-LOC109646904,23,30,43,18,31
gene-LOC109646905,16,14,14,21,16
gene-LOC109646909,2,0,2,0,0
gene-LOC109646910,2,5,6,0,0
gene-LOC109646911,108,66,130,35,71
gene-LOC109646912,0,0,0,0,0
gene-LOC109646913,89,86,83,72,60
gene-LOC109646914,4,9,19,10,7
gene-LOC109646916,0,0,0,2,0
gene-LOC109646917,18,10,40,23,37
gene-LOC109646918,67,67,75,33,93
gene-LOC109646919,1,0,2,4,0
gene-LOC109646920,2,0,3,4,1
gene-LOC109646921,0,0,1,0,0
gene-LOC109646922,248,168,190,207,124
gene-LOC109646923,544,496,384,371,431
gene-LOC109646924,11,9,17,6,12
gene-LOC109646925,1,4,0,3,1
gene-LOC109646926,26,39,25,29,37
gene-LOC109646927,2,13,11,3,4
gene-LOC109646929,7,2,6,4,9
gene-LOC109646930,16,6,9,9,26
gene-LOC109646931,13,20,33,12,8
gene-LOC109646932,188,160,156,53,157
gene-LOC109646933,2,4,5,0,6
gene-LOC109646934,1638,1435,991,873,1133
gene-LOC109646935,1,0,8,0,2
gene-LOC109646936,0,0,2,2,0
gene-LOC109646937,0,0,0,0,0
gene-LOC109646938,244,171,164,152,204
gene-LOC109646939,16,16,92,26,32
gene-LOC109646940,0,0,0,0,0
gene-LOC109646941,0,0,2,0,0
gene-LOC109646942,3,8,4,9,4
gene-LOC109646943,5,5,10,28,4
gene-LOC109646944,745,564,329,384,527
gene-LOC109646945,0,2,13,3,2
gene-LOC109646946,24,13,14,6,18
gene-LOC109646947,73,68,92,63,59
gene-LOC109646949,22,3,5,3,9
gene-LOC109646951,0,2,10,0,0
gene-LOC109646952,8,10,6,2,2
gene-LOC109646953,165,102,91,62,88
gene-LOC109646954,21,19,10,6,15
gene-LOC109646955,9,16,14,23,1
gene-LOC109646956,0,0,0,0,0
gene-LOC109646957,0,0,0,0,0
gene-LOC109646958,8,5,10,14,12
gene-LOC109646960,11,17,22,18,32
gene-LOC109646961,248,221,304,209,270
gene-LOC109646963,39,32,55,18,28
gene-LOC109646964,13,1,6,14,12
gene-LOC109646965,172,155,165,142,121
gene-LOC109646966,34,25,23,14,38
gene-LOC109646968,0,0,0,0,0
gene-LOC109646970,17,9,6,0,14
gene-LOC109646971,271,183,276,372,260
gene-LOC109646973,5,2,4,3,0
gene-LOC109646974,0,3,0,0,0
gene-LOC109646975,1388,1032,1083,1046,969
gene-LOC109646977,0,0,0,2,0
gene-LOC109646978,118,122,218,122,156
gene-LOC109646980,2,0,0,2,2
gene-LOC109646982,9,8,19,6,21
gene-LOC109646983,46,55,115,79,81
gene-LOC109646984,0,0,0,0,0
gene-LOC109646985,16,16,12,22,11
gene-LOC109646986,0,0,0,0,0
gene-LOC109646987,81,62,53,47,59
gene-LOC109646988,0,0,0,0,0
gene-LOC109646990,62,49,138,56,94
gene-LOC109646991,12,2,4,3,15
gene-LOC109646992,80,92,480,53,200
gene-LOC109646993,17,16,0,8,6
gene-LOC109646995,85,49,155,141,76
gene-LOC109646996,9,4,4,2,14
gene-LOC109646997,10,19,31,3,10
gene-LOC109646998,0,0,0,0,0
gene-LOC109646999,8,13,18,10,9
gene-LOC109647000,6,2,4,12,0
gene-LOC109647001,0,0,0,0,0
gene-LOC109647002,2,0,0,2,0
gene-LOC109647003,5,0,5,1,3
gene-LOC109647004,12,14,20,5,8
gene-LOC109647005,395,412,584,368,460
gene-LOC109647006,0,0,0,2,0
gene-LOC109647010,2,2,9,2,5
gene-LOC109647011,22,13,19,4,10
gene-LOC109647012,4,4,1,2,2
gene-LOC109647014,0,0,0,0,0
gene-LOC109647015,0,4,0,2,0
gene-LOC109647016,2,2,0,0,0
gene-LOC109647017,131,129,203,119,167
gene-LOC109647020,0,0,0,0,0
gene-LOC109647021,10,8,20,20,13
gene-LOC109647022,0,1,0,1,2
gene-LOC109647024,1334,821,1115,1311,1307
gene-LOC109647025,1,2,9,5,0
gene-LOC109647026,63,28,2,16,29
gene-LOC109647027,3,4,2,3,4
gene-LOC109647028,98,119,120,70,94
gene-LOC109647029,2,3,8,5,0
gene-LOC109647030,4,12,10,8,17
gene-LOC109647031,9,1,2,2,2
gene-LOC109647032,50,63,96,52,44
gene-LOC109647033,0,0,0,0,0
gene-LOC109647034,20,14,42,28,38
gene-LOC109647035,5,16,20,5,12
gene-LOC109647036,0,7,9,4,2
gene-LOC109647037,11,14,11,10,9
gene-LOC109647039,36,34,16,62,23
gene-LOC109647041,6,0,6,5,0
gene-LOC109647042,0,4,1,63,0
gene-LOC109647043,23,12,15,5,17
gene-LOC109647044,50,46,69,63,50
gene-LOC109647045,0,4,2,2,0
gene-LOC109647046,0,0,0,0,0
gene-LOC109647047,6,7,12,2,8
gene-LOC109647048,45,43,77,61,68
gene-LOC109647052,30,20,9,8,29
gene-LOC109647053,8,24,25,10,34
gene-LOC109647054,37,39,66,23,68
gene-LOC109647055,0,0,1,0,0
gene-LOC109647057,0,0,0,0,0
gene-LOC109647058,36,81,153,163,55
gene-LOC109647060,0,0,2,0,0
gene-LOC109647061,345,318,381,341,392
gene-LOC109647062,51,79,142,41,108
gene-LOC109647063,59,66,88,41,78
gene-LOC109647064,13,8,36,3,25
gene-LOC109647065,102,78,112,121,106
gene-LOC109647066,1,2,4,0,0
gene-LOC109647067,6,16,17,14,10
gene-LOC109647070,245,209,235,212,246
gene-LOC109647072,8,9,7,4,22
gene-LOC109647073,31,36,29,10,25
gene-LOC109647075,0,0,0,0,0
gene-LOC109647076,43,24,58,47,37
gene-LOC109647077,638,333,1430,1183,916
gene-LOC109647078,13,10,35,21,19
gene-LOC109647079,0,2,0,0,2
gene-LOC109647080,622,630,420,298,468
gene-LOC109647081,116,108,174,79,139
gene-LOC109647082,115,114,106,132,118
gene-LOC109647083,44,34,11,29,28
gene-LOC109647084,8,2,3,7,2
gene-LOC109647085,115,130,142,126,173
gene-LOC109647086,0,0,0,0,0
gene-LOC109647087,192,145,117,102,219
gene-LOC109647089,5,2,17,0,5
gene-LOC109647090,0,0,0,0,0
gene-LOC109647091,18,4,4,0,11
gene-LOC109647092,53,44,61,76,53
gene-LOC109647093,4,4,6,3,8
gene-LOC109647094,2,2,2,2,0
gene-LOC109647095,2,0,3,2,0
gene-LOC109647096,10,8,6,3,4
gene-LOC109647097,4,0,2,0,0
gene-LOC109647099,10,14,10,21,13
gene-LOC109647100,8,13,15,12,8
gene-LOC109647101,22,13,27,16,18
gene-LOC109647102,0,0,0,0,0
gene-LOC109647103,11,9,20,15,13
gene-LOC109647104,0,0,0,2,1
gene-LOC109647105,0,0,2,0,0
gene-LOC109647106,0,0,0,0,0
gene-LOC109647107,51,54,58,47,70
gene-LOC109647108,4,6,0,1,11
gene-LOC109647109,1,2,0,0,1
gene-LOC109647110,0,0,2,0,0
gene-LOC109647113,6,2,4,8,15
gene-LOC109647114,6,6,5,5,5
gene-LOC109647116,24,19,14,13,12
gene-LOC109647117,24,19,27,6,24
gene-LOC109647118,0,0,0,0,0
gene-LOC109647119,48,33,123,35,111
gene-LOC109647120,2,2,0,4,2
gene-LOC109647122,54,69,52,39,67
gene-LOC109647123,60,60,81,39,75
gene-LOC109647124,107,83,113,42,71
gene-LOC109647125,0,0,0,0,0
gene-LOC109647126,17,47,7,82,60
gene-LOC109647127,0,0,2,0,2
gene-LOC109647128,0,0,0,0,0
gene-LOC109647129,4,10,37,7,9
gene-LOC109647130,21,19,20,21,16
gene-LOC109647131,11,8,2,12,10
gene-LOC109647132,4,0,1,4,5
gene-LOC109647133,5,0,0,4,2
gene-LOC109647134,10,6,58,12,51
gene-LOC109647136,26,29,36,45,41
gene-LOC109647137,0,0,0,0,0
gene-LOC109647141,0,0,0,0,0
gene-LOC109647142,194,138,152,147,227
gene-LOC109647143,0,0,4,0,0
gene-LOC109647145,121,85,154,85,100
gene-LOC109647146,0,0,0,0,0
gene-LOC109647147,0,0,2,0,0
gene-LOC109647149,40,27,23,14,50
gene-LOC109647150,0,2,0,0,0
gene-LOC109647151,0,0,0,0,0
gene-LOC109647152,218,170,174,162,278
gene-LOC109647153,33,25,32,15,29
gene-LOC109647154,22,25,43,5,30
gene-LOC109647155,162,166,463,569,529
gene-LOC109647157,0,0,0,0,0
gene-LOC109647158,8,19,23,5,18
gene-LOC109647159,265,329,396,335,315
gene-LOC109647160,27,34,49,13,25
gene-LOC109647161,0,2,2,0,0
gene-LOC109647162,0,0,0,3,0
gene-LOC109647163,6,14,31,3,16
gene-LOC109647164,39,21,33,37,32
gene-LOC109647165,13,2,2,4,3
gene-LOC109647166,30,42,85,28,34
gene-LOC109647167,40,29,41,22,44
gene-LOC109647168,0,0,0,0,0
gene-LOC109647169,0,0,0,0,0
gene-LOC109647170,60,69,132,89,95
gene-LOC109647171,0,0,1,0,1
gene-LOC109647172,0,0,1,0,0
gene-LOC109647173,1,0,0,0,0
gene-LOC109647174,25,15,37,19,19
gene-LOC109647175,2,0,1,0,0
gene-LOC109647178,0,2,4,4,2
gene-LOC109647179,0,0,0,0,0
gene-LOC109647180,0,0,4,0,0
gene-LOC109647181,40,51,40,40,61
gene-LOC109647182,27,13,21,8,18
gene-LOC109647183,73,51,106,78,65
gene-LOC109647184,2,0,2,0,0
gene-LOC109647185,0,0,1,0,0
gene-LOC109647186,71,67,59,35,57
gene-LOC109647187,105,98,96,59,93
gene-LOC109647189,50,45,74,25,59
gene-LOC109647190,4,6,10,3,6
gene-LOC109647191,0,0,0,2,0
gene-LOC109647192,20,12,25,6,38
gene-LOC109647193,6,1,0,9,2
gene-LOC109647194,0,2,2,1,0
gene-LOC109647195,0,0,2,2,0
gene-LOC109647196,25,25,31,14,17
gene-LOC109647197,71,49,55,40,47
gene-LOC109647199,0,0,0,0,0
gene-LOC109647201,47,29,56,30,35
gene-LOC109647203,6,8,13,1,8
gene-LOC109647204,2,4,0,1,0
gene-LOC109647205,2,3,1,0,1
gene-LOC109647206,1,0,0,0,0
gene-LOC109647207,3,6,13,0,6
gene-LOC109647208,181,129,87,102,220
gene-LOC109647209,0,0,0,0,0
gene-LOC109647210,59,33,54,41,60
gene-LOC109647213,0,0,0,0,0
gene-LOC109647214,17,14,32,3,23
gene-LOC109647215,22,17,24,25,27
gene-LOC109647216,131,114,118,41,127
gene-LOC109647217,0,1,1,0,0
gene-LOC109647218,0,0,0,0,0
gene-LOC109647219,0,0,2,1,0
gene-LOC109647220,0,0,0,0,0
gene-LOC109647221,3,4,3,4,0
gene-LOC109647223,195,172,233,77,175
gene-LOC109647224,36,52,37,28,48
gene-LOC109647225,4,2,1,4,0
gene-LOC109647226,0,0,0,0,0
gene-LOC109647229,0,4,2,0,0
gene-LOC109647230,12,22,51,22,25
gene-LOC109647231,73,64,84,54,66
gene-LOC109647232,15,16,6,24,21
gene-LOC109647233,77,51,82,31,95
gene-LOC109647234,35,33,40,23,41
gene-LOC109647235,148,108,192,92,159
gene-LOC109647236,3,10,13,3,9
gene-LOC109647237,0,0,0,0,0
gene-LOC109647238,235,186,235,195,184
gene-LOC109647239,71,77,101,47,75
gene-LOC109647241,629,848,743,625,782
gene-LOC109647242,69,43,98,86,29
gene-LOC109647243,0,0,0,0,0
gene-LOC109647244,30,28,146,81,49
gene-LOC109647245,161,174,131,102,195
gene-LOC109647246,0,0,0,0,0
gene-LOC109647247,15,13,32,12,26
gene-LOC109647248,0,3,4,31,4
gene-LOC109647249,2,4,13,9,8
gene-LOC109647250,0,0,0,0,0
gene-LOC109647251,45,32,100,24,41
gene-LOC109647253,0,0,2,0,0
gene-LOC109647254,6,27,37,17,25
gene-LOC109647255,73,42,64,51,51
gene-LOC109647256,0,5,2,2,0
gene-LOC109647257,35,9,29,20,102
gene-LOC109647258,0,0,0,0,0
gene-LOC109647259,0,0,0,0,0
gene-LOC109647260,0,0,0,0,0
gene-LOC109647261,19,21,22,11,28
gene-LOC109647262,146,162,199,96,212
gene-LOC109647264,0,0,0,0,0
gene-LOC109647265,73,88,65,65,67
gene-LOC109647266,0,0,2,0,0
gene-LOC109647267,0,0,0,0,0
gene-LOC109647269,33,21,57,29,31
gene-LOC109647271,23,10,40,9,19
gene-LOC109647272,2,2,18,97,6
gene-LOC109647273,0,0,2,0,0
gene-LOC109647275,10,1,13,7,14
gene-LOC109647276,11,4,22,20,8
gene-LOC109647277,91,81,162,95,118
gene-LOC109647278,43,12,22,27,53
gene-LOC109647279,15,22,27,13,22
gene-LOC109647280,7,6,8,10,6
gene-LOC109647281,63,34,58,35,47
gene-LOC109647282,8,0,6,10,2
gene-LOC109647283,38,32,85,55,59
gene-LOC109647284,1,13,6,22,6
gene-LOC109647285,0,0,0,0,2
gene-LOC109647286,0,4,2,2,2
gene-LOC109647287,0,0,0,0,0
gene-LOC109647288,86,97,76,50,100
gene-LOC109647289,2,0,4,3,2
gene-LOC109647290,7,7,3,11,5
gene-LOC109647291,0,0,0,0,0
gene-LOC109647292,2,5,6,6,6
gene-LOC109647293,320,236,307,277,220
gene-LOC109647294,0,2,0,0,0
gene-LOC109647295,401,399,374,264,448
gene-LOC109647297,0,0,0,1,0
gene-LOC109647298,2,0,4,2,0
gene-LOC109647299,0,0,1,0,0
gene-LOC109647300,47,48,24,27,46
gene-LOC109647301,0,9,15,4,0
gene-LOC109647302,0,2,6,0,0
gene-LOC109647303,89,91,414,115,127
gene-LOC109647305,0,0,1,0,0
gene-LOC109647306,25,22,31,21,34
gene-LOC109647307,0,0,0,0,0
gene-LOC109647308,35,53,70,60,36
gene-LOC109647309,65,26,50,30,47
gene-LOC109647310,0,0,2,0,1
gene-LOC109647311,0,0,0,0,4
gene-LOC109647312,35,61,88,80,64
gene-LOC109647313,2,0,0,0,2
gene-LOC109647314,32,16,38,11,15
gene-LOC109647315,0,0,2,2,0
gene-LOC109647317,99,82,100,82,92
gene-LOC109647318,82,93,79,63,112
gene-LOC109647319,292,270,422,238,293
gene-LOC109647320,0,0,0,0,0
gene-LOC109647321,0,0,0,0,0
gene-LOC109647323,0,4,2,0,0
gene-LOC109647324,435,317,963,390,554
gene-LOC109647325,0,0,0,0,0
gene-LOC109647326,2,2,0,0,2
gene-LOC109647328,0,0,0,0,0
gene-LOC109647329,0,0,0,0,0
gene-LOC109647330,0,0,0,0,0
gene-LOC109647331,0,2,0,0,2
gene-LOC109647333,87,75,122,57,88
gene-LOC109647334,19,16,21,1,16
gene-LOC109647336,6,10,7,3,25
gene-LOC109647340,19,33,24,7,11
gene-LOC109647341,59,49,73,17,54
gene-LOC109647342,0,0,0,0,0
gene-LOC109647343,58,71,63,70,43
gene-LOC109647345,98,108,128,66,100
gene-LOC109647346,218,141,165,106,159
gene-LOC109647347,0,1,2,4,2
gene-LOC109647348,0,0,0,0,0
gene-LOC109647350,0,0,0,0,0
gene-LOC109647351,14,11,47,12,19
gene-LOC109647352,69,94,85,64,50
gene-LOC109647354,0,0,0,0,0
gene-LOC109647355,21,22,23,42,27
gene-LOC109647356,28,34,30,32,23
gene-LOC109647357,105,85,107,82,131
gene-LOC109647358,3,4,24,30,6
gene-LOC109647359,0,0,0,0,0
gene-LOC109647360,0,0,2,0,0
gene-LOC109647361,2,2,2,2,4
gene-LOC109647362,2,0,0,0,0
gene-LOC109647364,2513,2807,3031,2507,3004
gene-LOC109647365,0,0,0,0,0
gene-LOC109647366,34,21,53,12,30
gene-LOC109647367,17,10,27,18,18
gene-LOC109647368,186,152,158,127,260
gene-LOC109647369,5,0,2,2,4
gene-LOC109647370,63,53,95,36,91
gene-LOC109647371,12435,12355,15812,12212,10256
gene-LOC109647372,0,0,0,0,0
gene-LOC109647374,2,2,1,0,0
gene-LOC109647376,32,53,42,25,28
gene-LOC109647378,55,76,133,56,121
gene-LOC109647379,0,0,0,0,0
gene-LOC109647381,85,47,41,65,68
gene-LOC109647383,8,13,8,10,17
gene-LOC109647384,8769,8575,6916,8036,7612
gene-LOC109647385,25,24,32,14,34
gene-LOC109647386,2,0,2,6,2
gene-LOC109647387,61,52,79,24,53
gene-LOC109647388,0,0,0,0,0
gene-LOC109647389,20,23,28,25,33
gene-LOC109647391,0,0,0,2,2
gene-LOC109647393,49,56,118,74,58
gene-LOC109647394,15,18,23,24,34
gene-LOC109647395,425,297,434,309,322
gene-LOC109647396,219,239,186,189,245
gene-LOC109647397,0,0,0,0,2
gene-LOC109647398,63,43,104,83,62
gene-LOC109647399,0,0,0,2,0
gene-LOC109647400,0,0,0,0,0
gene-LOC109647401,57,58,61,70,57
gene-LOC109647402,0,0,0,0,0
gene-LOC109647403,42,33,58,28,46
gene-LOC109647404,24,21,13,20,13
gene-LOC109647405,0,0,0,0,0
gene-LOC109647406,4,0,2,1,2
gene-LOC109647407,604,427,649,497,454
gene-LOC109647408,133,103,129,56,99
gene-LOC109647409,124,88,77,75,121
gene-LOC109647410,4,0,2,7,6
gene-LOC109647411,2,4,2,2,0
gene-LOC109647412,69,62,56,22,54
gene-LOC109647414,0,0,0,0,0
gene-LOC109647415,0,0,0,2,0
gene-LOC109647416,555,710,570,771,318
gene-LOC109647418,66,28,37,20,26
gene-LOC109647419,14,24,33,12,21
gene-LOC109647420,459,341,400,301,480
gene-LOC109647421,0,0,0,0,0
gene-LOC109647422,0,0,0,0,0
gene-LOC109647423,2,0,7,23,4
gene-LOC109647426,0,0,2,0,0
gene-LOC109647427,0,2,2,0,0
gene-LOC109647428,187,109,109,88,167
gene-LOC109647429,148,119,115,118,136
gene-LOC109647430,225,193,274,124,223
gene-LOC109647433,0,0,0,0,0
gene-LOC109647434,155,184,213,131,195
gene-LOC109647435,1,4,1,29,0
gene-LOC109647436,402,399,515,240,322
gene-LOC109647437,0,0,0,0,0
gene-LOC109647438,0,0,0,0,0
gene-LOC109647441,0,0,0,0,0
gene-LOC109647442,2857,2814,3229,2987,3046
gene-LOC109647443,100,75,74,55,54
gene-LOC109647444,155,172,147,101,254
gene-LOC109647446,0,0,2,0,0
gene-LOC109647447,1,12,6,8,4
gene-LOC109647448,54,78,64,43,44
gene-LOC109647450,25,22,26,16,25
gene-LOC109647451,0,0,0,0,0
gene-LOC109647452,0,0,1,0,0
gene-LOC109647453,8,11,46,39,14
gene-LOC109647454,3,2,6,1,0
gene-LOC109647455,174,162,124,82,102
gene-LOC109647456,49,31,67,41,38
gene-LOC109647457,9,22,21,11,14
gene-LOC109647458,7,9,5,0,12
gene-LOC109647459,60,41,65,73,93
gene-LOC109647461,14,10,7,12,8
gene-LOC109647462,10,20,27,15,27
gene-LOC109647463,0,0,0,0,0
gene-LOC109647466,17,24,47,24,42
gene-LOC109647467,56,37,19,48,72
gene-LOC109647469,8,11,13,48,10
gene-LOC109647470,0,0,0,0,0
gene-LOC109647471,82,73,100,117,62
gene-LOC109647472,4951,4005,4473,5362,3927
gene-LOC109647474,0,0,0,0,0
gene-LOC109647475,0,0,2,2,0
gene-LOC109647476,120,80,117,28,89
gene-LOC109647477,0,0,2,0,2
gene-LOC109647478,13,18,29,7,32
gene-LOC109647479,8,4,12,6,6
gene-LOC109647480,6,9,15,21,6
gene-LOC109647481,0,0,0,2,0
gene-LOC109647482,0,2,2,0,4
gene-LOC109647483,14,26,11,15,31
gene-LOC109647484,7,6,29,8,17
gene-LOC109647485,4,2,2,0,1
gene-LOC109647486,8,4,2,4,4
gene-LOC109647487,1,3,2,2,2
gene-LOC109647488,7,5,4,0,7
gene-LOC109647490,0,0,0,0,0
gene-LOC109647491,22,31,50,27,43
gene-LOC109647492,2,2,2,0,4
gene-LOC109647493,218,188,162,139,143
gene-LOC109647494,268,224,171,134,181
gene-LOC109647496,32,17,45,12,18
gene-LOC109647497,378,369,394,485,300
gene-LOC109647498,486,376,394,373,525
gene-LOC109647499,0,5,4,4,2
gene-LOC109647500,0,0,0,0,0
gene-LOC109647502,18,32,26,23,17
gene-LOC109647503,43,37,79,48,55
gene-LOC109647504,0,0,0,0,0
gene-LOC109647505,0,2,0,0,0
gene-LOC109647506,78,77,60,42,74
gene-LOC109647507,19,41,117,9,146
gene-LOC109647508,0,1,0,0,0
gene-LOC109647509,0,0,0,0,0
gene-LOC109647510,18,15,20,6,14
gene-LOC109647511,0,4,8,2,7
gene-LOC109647512,0,0,0,0,0
gene-LOC109647513,10,13,2,0,10
gene-LOC109647514,42,20,30,18,46
gene-LOC109647515,0,0,2,0,0
gene-LOC109647516,425,341,477,201,403
gene-LOC109647517,34,36,59,30,41
gene-LOC109647518,73,45,58,41,55
gene-LOC109647519,27,11,10,4,8
gene-LOC109647520,6,4,7,8,4
gene-LOC109647521,12800,17596,9740,15159,9675
gene-LOC109647522,6,22,32,42,32
gene-LOC109647523,69,89,84,84,79
gene-LOC109647525,0,0,0,0,0
gene-LOC109647527,135,111,139,92,102
gene-LOC109647528,27,22,17,2,21
gene-LOC109647529,2,0,0,0,0
gene-LOC109647530,96,55,80,42,111
gene-LOC109647531,0,0,0,0,0
gene-LOC109647532,21,23,59,42,25
gene-LOC109647533,79,68,102,64,64
gene-LOC109647534,2,2,1,2,2
gene-LOC109647535,24,19,26,24,16
gene-LOC109647536,387,337,477,362,437
gene-LOC109647538,0,0,0,0,0
gene-LOC109647539,13,30,12,13,10
gene-LOC109647540,1396,1219,1737,1016,1311
gene-LOC109647541,0,1,0,0,0
gene-LOC109647542,19,28,28,18,33
gene-LOC109647543,6,5,2,2,5
gene-LOC109647544,0,0,2,6,0
gene-LOC109647545,2,6,3,0,0
gene-LOC109647546,98,66,69,24,76
gene-LOC109647547,91,94,104,62,66
gene-LOC109647548,0,0,0,2,0
gene-LOC109647551,6,2,2,10,16
gene-LOC109647552,2,0,0,0,0
gene-LOC109647553,16,13,29,13,11
gene-LOC109647554,36,55,75,36,55
gene-LOC109647555,1,3,3,0,8
gene-LOC109647556,36,48,52,26,48
gene-LOC109647557,2,4,2,0,4
gene-LOC109647558,0,0,0,0,0
gene-LOC109647559,23,26,54,36,30
gene-LOC109647560,216,67,173,107,74
gene-LOC109647561,391,346,348,167,326
gene-LOC109647562,0,0,0,0,0
gene-LOC109647563,158,156,205,79,129
gene-LOC109647564,4952,3287,5661,3997,3398
gene-LOC109647565,0,0,2,0,0
gene-LOC109647566,58,66,69,38,51
gene-LOC109647567,34,20,34,20,30
gene-LOC109647568,68,55,78,54,55
gene-LOC109647570,2,2,0,6,4
gene-LOC109647571,616,1020,880,707,694
gene-LOC109647572,35,25,38,34,26
gene-LOC109647573,0,0,0,3,0
gene-LOC109647574,41,31,38,16,23
gene-LOC109647575,2,8,15,8,6
gene-LOC109647576,42,23,19,12,39
gene-LOC109647577,43,33,55,40,29
gene-LOC109647578,46,34,72,53,67
gene-LOC109647579,0,0,0,0,0
gene-LOC109647580,2,0,0,0,0
gene-LOC109647581,59,43,63,34,66
gene-LOC109647582,61,26,85,24,81
gene-LOC109647583,0,0,0,0,0
gene-LOC109647584,2,0,4,0,0
gene-LOC109647586,17,18,8,11,17
gene-LOC109647587,228,172,207,168,218
gene-LOC109647588,3,12,11,2,8
gene-LOC109647589,0,1,0,0,4
gene-LOC109647590,94,54,143,179,71
gene-LOC109647591,14,25,22,11,15
gene-LOC109647592,86,85,130,125,111
gene-LOC109647593,392,404,600,313,498
gene-LOC109647594,0,4,1,3,11
gene-LOC109647595,42,44,102,28,38
gene-LOC109647596,40,36,72,62,27
gene-LOC109647597,10,0,3,8,6
gene-LOC109647598,7,6,6,3,0
gene-LOC109647599,37,28,20,10,26
gene-LOC109647600,16,18,28,23,24
gene-LOC109647601,117,132,134,73,95
gene-LOC109647602,62,39,47,16,27
gene-LOC109647603,39,32,38,22,35
gene-LOC109647604,0,0,0,0,0
gene-LOC109647605,742,475,717,570,571
gene-LOC109647607,0,0,0,0,0
gene-LOC109647608,60,38,85,37,36
gene-LOC109647610,7,4,6,8,15
gene-LOC109647611,0,0,0,0,0
gene-LOC109647612,87,81,137,105,136
gene-LOC109647613,6,3,4,2,6
gene-LOC109647614,25,42,38,28,19
gene-LOC109647615,83,133,395,111,183
gene-LOC109647616,337,280,477,365,484
gene-LOC109647617,23,12,14,7,12
gene-LOC109647618,70,74,108,123,100
gene-LOC109647619,15,6,7,14,2
gene-LOC109647620,964,736,440,399,672
gene-LOC109647622,85,73,103,55,94
gene-LOC109647623,4,0,0,2,2
gene-LOC109647624,26,12,17,1,20
gene-LOC109647625,0,0,0,0,0
gene-LOC109647626,0,0,0,0,0
gene-LOC109647628,0,0,0,0,0
gene-LOC109647629,4,10,4,10,4
gene-LOC109647630,13,16,7,11,19
gene-LOC109647631,30,19,24,6,22
gene-LOC109647632,0,2,0,5,2
gene-LOC109647633,25,23,52,25,51
gene-LOC109647634,8,9,6,4,3
gene-LOC109647635,0,0,0,0,0
gene-LOC109647636,48,42,21,15,23
gene-LOC109647639,0,0,0,0,0
gene-LOC109647640,0,0,0,0,0
gene-LOC109647641,136,158,192,94,173
gene-LOC109647643,11,21,36,12,33
gene-LOC109647644,72,63,109,53,90
gene-LOC109647645,197,221,535,265,627
gene-LOC109647646,0,0,0,0,6
gene-LOC109647647,0,0,0,0,0
gene-LOC109647648,1,2,0,2,0
gene-LOC109647649,0,0,0,0,0
gene-LOC109647650,1,0,14,2,5
gene-LOC109647651,7,0,10,45,12
gene-LOC109647652,0,0,5,0,2
gene-LOC109647653,202,179,138,132,149
gene-LOC109647654,53,28,52,22,42
gene-LOC109647655,22,12,45,42,26
gene-LOC109647656,601,548,663,454,647
gene-LOC109647657,507,555,340,342,416
gene-LOC109647658,27,13,9,12,11
gene-LOC109647660,0,0,0,0,0
gene-LOC109647661,6,2,8,2,5
gene-LOC109647662,0,0,0,0,0
gene-LOC109647663,3,4,2,13,8
gene-LOC109647664,34,22,25,20,27
gene-LOC109647665,54,31,74,49,46
gene-LOC109647666,64,49,76,38,105
gene-LOC109647667,0,2,0,6,4
gene-LOC109647668,6,12,11,0,4
gene-LOC109647669,2,0,10,2,1
gene-LOC109647670,0,0,0,0,0
gene-LOC109647671,43,40,118,21,63
gene-LOC109647673,0,1,0,1,1
gene-LOC109647674,12,10,10,7,5
gene-LOC109647675,7,2,5,0,4
gene-LOC109647676,2,2,0,2,1
gene-LOC109647677,2,1,0,10,1
gene-LOC109647678,16,27,17,23,49
gene-LOC109647679,0,0,0,2,0
gene-LOC109647680,265,255,310,290,226
gene-LOC109647682,0,0,0,3,0
gene-LOC109647683,15,14,29,18,22
gene-LOC109647684,14146,11470,10807,9973,8839
gene-LOC109647686,14,18,3,12,14
gene-LOC109647687,2,0,4,0,12
gene-LOC109647688,0,0,0,0,0
gene-LOC109647689,6,5,2,3,4
